new_index,Pris,address,zipcode,m2,rooms
3714, 2.150.000, Skovvejen 81,8000 Aarhus C,46,2
3715, 2.195.000, Vesterbro 95,9000 Aalborg,112,4
3716, 2.245.000, Østre Havnegade 36E,9000 Aalborg,65,2
3717, 2.275.000, Lindebo 21,2630 Taastrup,79,3
3718, 2.295.000, Kvintus Allé 15,2300 København S,58,2
3719, 2.349.000, Nybrovej 149,2800 Kongens Lyngby,71,3
3720, 2.595.000, Æbeløgade 24,2100 København Ø,58,2
3721, 2.720.000, John Tranums Alle 23,2770 Kastrup,69,3
3722, 2.795.000, Ane Katrines Vej 18,2000 Frederiksberg,51,2
3723, 2.795.000, Øresundsvej 110,2300 København S,58,2
3724, 2.795.000, Frankrigshusene 10,2300 København S,56,2
3725, 2.849.000, Søndre Ringgade 13,8000 Aarhus C,63,2
3726, 2.875.000, Lundingsgade 12,8000 Aarhus C,70,3
3727, 3.125.000, Finsensvej 47B,2000 Frederiksberg,60,2
3728, 3.195.000, Buchwalds Bro 4,8700 Horsens,132,4
3729, 3.245.000, Rebekkavej 4,2900 Hellerup,67,2
3730, 3.295.000, Guldborgvej 36 2 8 ,2000 Frederiksberg,59,2
3731, 3.295.000, Buchwalds Bro 4,8700 Horsens,132,4
3732, 3.495.000, Engelsborgvej 8,2800 Kongens Lyngby,72,2
3733, 3.495.000, Strandgade 87A,3000 Helsingør,110,3
3734, 3.595.000, Buchwalds Bro 4,8700 Horsens,132,4
3735, 3.650.000, Skjulhøj Allé 3,2720 Vanløse,107,3
3736, 3.750.000, Bernhard Bangs Alle 15A,2000 Frederiksberg,88,3
3737, 3.750.000, Rådhusstræde 4A,4600 Køge,120,4
3738, 3.895.000, Jagtvej 215B,2100 København Ø,86,3
3739, 3.995.000, Akacieparken 10A,2680 Solrød Strand,115,3
3740, 3.995.000, Lygten 59,2400 København NV,97,3
3741, 4.195.000, Læssøegade 18,5000 Odense C,141,5
3742, 4.195.000, Buchwalds Bro 4,8700 Horsens,147,4
3743, 4.200.000, Grønnegade 31,1107 København K,53,2
3744, 4.495.000, Korsørgade 31,2100 København Ø,68,2
3745, 4.900.000, Irma Pedersens Gade 87,8000 Aarhus C,85,3
3746, 5.995.000, Vejlesøparken 7,2840 Holte,126,5
3747, 6.495.000, Islands Brygge 36B,2300 København S,102,3
3748, 11.500.000, Rosbæksvej 3,2100 København Ø,162,5
3749, 695.000, Parkvej 180,4700 Næstved,48,2
3750, 2.395.000, Bygaden 18A,3550 Slangerup,83,2
3751, 3.195.000, Klosterport 9B,8000 Aarhus C,72,2
3752, 3.400.000, Grønnegade 29 1 ,1107 København K,50,1
3753, 3.995.000, Nordstensvej 2,3400 Hillerød,123,3
3754, 6.195.000, Vordingborggade 37,2100 København Ø,102,4
3755, 6.445.000, Danasvej 4,1910 Frederiksberg C,89,4
3756, 9.995.000, Kristian Zahrtmanns Plads 81,2000 Frederiksberg,160,5
3757, 24.900.000, Gammel Vartov Vej 16C ,2900 Hellerup,226,6
3758, 1.195.000, Funder Tværvej 27 ,8600 Silkeborg,64,2
3759, 1.695.000, Budolfi Plads 9 5 tv ,9000 Aalborg,62,2
3760, 1.795.000, Hedekæret 45,2640 Hedehusene,76,3
3761, 1.995.000, Borups Allé 225 st tv ,2400 København NV,49,2
3762, 2.295.000, Skjeberg Alle 35,2630 Taastrup,76,2
3763, 2.699.000, Jægergårdsgade 116,8000 Aarhus C,67,2
3764, 12.000.000, Mariendalsvej 28 st tv ,2000 Frederiksberg,274,3
3765, 895.000, Gimlesvej 2D,8960 Randers SØ,77,3
3766, 1.048.000, Peder Skrams Gade 2,6700 Esbjerg,66,2
3767, 1.195.000, Vester Altanvej 1,8900 Randers C,113,3
3768, 1.245.000, Christmas Møllers Vej 7,5200 Odense V,60,2
3769, 1.249.000, Pilegårdsvej 50,2860 Søborg,40,1
3770, 1.395.000, Islandsgade 7,9000 Aalborg,61,2
3771, 1.595.000, Sabroesvej 17B,3000 Helsingør,55,2
3772, 1.795.000, Blåbærhaven 5,2980 Kokkedal,88,4
3773, 1.895.000, Teglkåsvej 2,2770 Kastrup,54,2
3774, 1.895.000, Hvidovrevej 52A,2610 Rødovre,52,2
3775, 2.095.000, Vestre Ringgade 198 4 th ,8000 Aarhus C,58,2
3776, 2.125.000, Sabroesvej 5C,3000 Helsingør,84,3
3777, 2.195.000, Händelsvej 2,2450 København SV,43,2
3778, 2.495.000, Saven D 1,2630 Taastrup,116,4
3779, 2.495.000, Sjællandsgade 5,8000 Aarhus C,60,3
3780, 2.495.000, Knud Den Stores Vej 38,4000 Roskilde,76,2
3781, 2.575.000, Frederiksgade 24,8000 Aarhus C,57,2
3782, 2.598.000, St.St. Blichers Gade 28,8000 Aarhus C,53,2
3783, 2.750.000, Havnegade 20D ,3600 Frederikssund,162,5
3784, 2.850.000, Kofoed Jensens Alle 11,2770 Kastrup,69,3
3785, 3.295.000, Aldersrogade 9,2100 København Ø,52,2
3786, 3.349.000, Holtegade 4,2200 København N,70,2
3787, 3.350.000, Århusgade 16,2100 København Ø,53,2
3788, 3.795.000, Ejgårdsvej 24,2920 Charlottenlund,87,3
3789, 4.995.000, Strandvejen 71B,2100 København Ø,89,3
3790, 5.495.000, Gunløgsgade 22,2300 København S,128,4
3791, 8.990.000, Hiort Lorenzens Gade 2,2200 København N,163,6
3792, 12.000.000, Stoltenbergsgade 3,1576 København V,190,6
3793, 19.500.000, Femte Juni Plads 12,2000 Frederiksberg,219,10
3794, 525.000, Vestergade 171A,6792 Rømø,71,4
3795, 598.000, Snerlevej 3 1 tv ,8930 Randers NØ,62,3
3796, 1.245.000, P Nørkjærs Plads 5,9800 Hjørring,121,2
3797, 2.399.000, Hamletsgade 24,2200 København N,45,2
3798, 2.495.000, Vejledalen 58,2635 Ishøj,97,3
3799, 2.498.000, Åhusene 4,8000 Aarhus C,55,2
3800, 3.200.000, Kastrupvej 67,2300 København S,88,3
3801, 3.295.000, Københavnsvej 74C ,4000 Roskilde,81,3
3802, 3.750.000, Horsensgade 8,2100 København Ø,64,2
3803, 3.799.000, Skolegade 23,8000 Aarhus C,102,3
3804, 4.095.000, Rådhusgade 2,8600 Silkeborg,130,4
3805, 4.099.000, Marselisborg Allé 11,8000 Aarhus C,81,3
3806, 4.295.000, Nyelandsvej 73,2000 Frederiksberg,77,3
3807, 4.295.000, Lersø Parkallé 59,2100 København Ø,72,3
3808, 4.775.000, Ordrupvej 12 2 tv ,2920 Charlottenlund,110,4
3809, 4.850.000, Alliancevej 4,2450 København SV,86,3
3810, 5.795.000, Lyneborggade 27,2300 København S,91,3
3811, 13.500.000, Nørre Voldgade 10,1358 København K,181,6
3812, 835.000, Ægirsvej 63,8920 Randers NV,90,4
3813, 845.000, Naffet 33D,6100 Haderslev,72,3
3814, 895.000, Nordlandsvej 50,7100 Vejle,74,2
3815, 1.075.000, Klosterstræde 36,4800 Nykøbing F,89,3
3816, 1.150.000, Sabroesvej 9D,3000 Helsingør,33,1
3817, 1.195.000, Eremitageparken 309,2800 Kongens Lyngby,33,1
3818, 1.249.000, Torvegade 14,7000 Fredericia,97,3
3819, 1.250.000, Skovvejen 46H,8000 Aarhus C,24,1
3820, 1.395.000, Holmehusvej 65,5000 Odense C,58,2
3821, 1.495.000, Vesterbro 49 1 tv ,9000 Aalborg,71,2
3822, 1.499.000, Sankt Jørgens Gade 8 4 th ,9000 Aalborg,63,2
3823, 1.575.000, Grækenlandsvej 63,2300 København S,37,1
3824, 1.795.000, Hedekæret 38,2640 Hedehusene,78,3
3825, 1.898.000, Kløvermarksvej 31 ,8200 Aarhus N,49,2
3826, 1.995.000, Fuglegårdsvænget 88,2820 Gentofte,52,2
3827, 2.195.000, Lille Kirkestræde 1,8900 Randers C,157,4
3828, 2.195.000, Langelandsgade 110,8000 Aarhus C,51,2
3829, 2.295.000, Frederiksgade 48A,8000 Aarhus C,46,2
3830, 2.395.000, Otte Ruds Gade 36,8200 Aarhus N,61,2
3831, 2.495.000, Søndre Fasanvej 94E,2500 Valby,55,2
3832, 2.498.000, Bülowsgade 53,8000 Aarhus C,60,2
3833, 2.575.000, Peter Bangs Vej 268 2 th ,2500 Valby,55,2
3834, 2.598.000, Teglvænget 1,9000 Aalborg,127,4
3835, 2.625.000, Spaniensgade 23,2300 København S,46,3
3836, 2.650.000, Aldershvilevej 103D,2880 Bagsværd,75,3
3837, 2.695.000, Ordrupvej 67 2 tv ,2920 Charlottenlund,63,2
3838, 2.695.000, Vølundsgade 12,2200 København N,58,2
3839, 2.895.000, Frederikssundsvej 206,2700 Brønshøj,83,3
3840, 2.950.000, Kridtsløjfen 21,9000 Aalborg,103,3
3841, 2.995.000, Rudersdalsvej 110,2840 Holte,72,3
3842, 3.345.000, Niels Juelsgade 3,4600 Køge,93,5
3843, 3.399.000, Thorvaldsensgade 31,8000 Aarhus C,80,3
3844, 3.400.000, Amagerbrogade 242,2300 København S,83,3
3845, 3.495.000, Peter Bangs Vej 228,2500 Valby,74,3
3846, 3.495.000, Rørmosevænget 35,3450 Allerød,108,4
3847, 3.595.000, Teglgårdstræde 16A,1452 København K,59,2
3848, 3.850.000, Hørsholm Park 14,2970 Hørsholm,113,4
3849, 4.095.000, Peter Bangs Vej 116,2000 Frederiksberg,93,3
3850, 4.195.000, Bogholder Allé 33B,2720 Vanløse,91,3
3851, 4.500.000, Sankt Peders Stræde 9,4000 Roskilde,100,4
3852, 4.695.000, Sundkaj 85,2150 Nordhavn,70,3
3853, 4.695.000, Trelleborggade 6,2150 Nordhavn,77,2
3854, 4.695.000, Carl Torps Vej 4,2500 Valby,77,3
3855, 4.995.000, Bernhard Bangs Alle 1,2000 Frederiksberg,88,4
3856, 5.250.000, Sofievej 4B,2900 Hellerup,75,3
3857, 5.300.000, Vordingborggade 2B,2100 København Ø,89,4
3858, 5.995.000, Ringstedgade 76C ,4000 Roskilde,136,3
3859, 5.995.000, Vesterbrogade 38A,1620 København V,93,3
3860, 6.295.000, Landskronagade 56A,2100 København Ø,87,3
3861, 6.495.000, Phistersvej 3,2900 Hellerup,109,4
3862, 6.495.000, Kompagnistræde 8,1208 København K,109,4
3863, 6.995.000, Store Kongensgade 55,1264 København K,97,2
3864, 8.250.000, Bakkegårds Alle 11 2 th ,1804 Frederiksberg C,119,4
3865, 9.998.000, Galionsvej 3,1437 København K,119,3
3866, 10.995.000, Østbanegade 11,2100 København Ø,155,5
3867, 11.995.000, Dronningens Tværgade 12,1302 København K,154,5
3868, 12.995.000, Sandkaj 13,2150 Nordhavn,126,4
3869, 748.000, Grøfthøjparken 163 12 mf ,8260 Viby J,42,1
3870, 995.000, Suhrsvej 19,4220 Korsør,105,4
3871, 995.000, Pebermyntevej 5,8800 Viborg,113,3
3872, 998.000, Storegade 12,6800 Varde,110,4
3873, 1.099.000, Sejrøgade 4,8000 Aarhus C,35,2
3874, 1.105.000, Nansensgade 3,4200 Slagelse,73,3
3875, 1.499.000, Danmarksgade 6,9000 Aalborg,69,2
3876, 1.695.000, Drewsensvej 54A,8600 Silkeborg,56,2
3877, 1.765.000, Højagerparken 8,2750 Ballerup,59,2
3878, 1.775.000, Finsensgade 69,8200 Aarhus N,59,2
3879, 1.795.000, Juelsparken 46 2 tv ,9210 Aalborg SØ,119,3
3880, 1.895.000, Ryttergårdsvej 40,3520 Farum,76,3
3881, 1.995.000, Silkeborgvej 110,8000 Aarhus C,57,2
3882, 1.999.000, Rundhøj Allé 131,8270 Højbjerg,92,3
3883, 1.999.000, Bramslykkevej 32,2500 Valby,47,2
3884, 2.095.000, Ådalsvej 69,2720 Vanløse,53,2
3885, 2.099.000, Marselis Boulevard 38,8000 Aarhus C,65,2
3886, 2.275.000, Gunløgsgade 22,2300 København S,44,2
3887, 2.395.000, Kongevejen 11,3000 Helsingør,72,3
3888, 2.550.000, Smakkegårdsvej 175,2820 Gentofte,63,2
3889, 2.575.000, Serbiensgade 2,2300 København S,57,2
3890, 2.595.000, Halsskovgade 2,2100 København Ø,48,2
3891, 2.695.000, Vestervang 28,8000 Aarhus C,67,2
3892, 2.699.000, Østboulevarden 11G,8000 Aarhus C,59,2
3893, 2.750.000, Ourøgade 23,2100 København Ø,56,2
3894, 2.795.000, Doris Lessings Vej 29,2300 København S,52,2
3895, 2.895.000, Skodsborg Strandvej 227,2942 Skodsborg,63,2
3896, 2.998.000, Stadion Allé 15,8000 Aarhus C,60,2
3897, 3.245.000, Vølundsgade 24,2200 København N,58,2
3898, 3.395.000, Åhusene 4,8000 Aarhus C,68,3
3899, 3.495.000, Mølledammen 3M ,2980 Kokkedal,134,5
3900, 3.695.000, Andreas Bjørns Gade 22,1428 København K,48,2
3901, 4.195.000, Dalgas Boulevard 89,2000 Frederiksberg,79,3
3902, 4.295.000, Callisensvej 16,2900 Hellerup,67,3
3903, 4.495.000, Sankt Gertruds Stræde 3,1129 København K,74,3
3904, 4.695.000, Vodroffslund 4,1914 Frederiksberg C,85,2
3905, 4.795.000, Johanne Møllers Passage 13,1799 København V,82,3
3906, 5.150.000, Akacietorvet 23 ,3520 Farum,192,4
3907, 5.598.000, Amagerbrogade 64A,2300 København S,120,4
3908, 6.695.000, Sølvgade 89,1307 København K,104,3
3909, 6.719.000, Carl Blochs Gade 59,8000 Aarhus C,132,5
3910, 7.195.000, Grundtvigsvej 34,1864 Frederiksberg C,96,4
3911, 7.695.000, Vesterbrogade 163,1800 Frederiksberg C,122,4
3912, 8.995.000, Strandgade 12C,1401 København K,130,3
3913, 9.395.000, Andrei Sakharovs Vej 25,2450 København SV,125,4
3914, 11.995.000, Store Kongensgade 110C ,1264 København K,137,4
3915, 895.000, Kristrupvej 8,8960 Randers SØ,120,5
3916, 965.000, Molbechs Alle 45C 1 ,4180 Sorø,52,2
3917, 1.175.000, Egestræde 11C,4660 Store Heddinge,79,3
3918, 1.395.000, Skagavej 93A ,9990 Skagen,61,3
3919, 1.595.000, Skovvangsvej 22,8200 Aarhus N,40,1
3920, 1.775.000, Kantorvænget 10,8240 Risskov,57,2
3921, 1.848.000, Hovedgaden 47,8220 Brabrand,50,2
3922, 1.895.000, Holmehusvej 75,5000 Odense C,82,3
3923, 1.895.000, Grønnegården 541B,2670 Greve,60,2
3924, 1.995.000, Kongelundsvej 69B,2300 København S,44,2
3925, 2.095.000, Poul Buås Vej 32,9000 Aalborg,91,3
3926, 2.098.000, Grønnegade 82,8000 Aarhus C,51,2
3927, 2.195.000, Sandalsparken 56 ,3660 Stenløse,73,3
3928, 2.450.000, Sjællandsgade 119B,8000 Aarhus C,50,2
3929, 2.495.000, Gammel Køge Landevej 266F,2650 Hvidovre,91,3
3930, 2.495.000, Rugårdsvej 30,5000 Odense C,84,3
3931, 2.595.000, Kirkegårdsvej 44,2300 København S,51,2
3932, 2.598.000, Søndre Ringgade 83,8000 Aarhus C,64,2
3933, 2.650.000, Kriegersvej 19,8000 Aarhus C,59,2
3934, 2.995.000, Hjørringgade 7,2100 København Ø,52,2
3935, 3.195.000, Bremensgade 32,2300 København S,89,2
3936, 3.450.000, Sankt Hans Gade 24,4000 Roskilde,121,4
3937, 3.595.000, Egebo 16 ,2620 Albertslund,114,4
3938, 3.995.000, Hallandsgade 6C,2300 København S,79,3
3939, 4.150.000, Bernhard Bangs Alle 4,2000 Frederiksberg,90,3
3940, 4.250.000, Skovkrogen 6,2920 Charlottenlund,84,3
3941, 4.795.000, Nørregade 59,8000 Aarhus C,86,3
3942, 4.995.000, Porcelænshaven 2F,2000 Frederiksberg,68,2
3943, 5.295.000, Teglholmsgade 6A,2450 København SV,111,4
3944, 5.498.000, Esther Aggebos Gade 4,8000 Aarhus C,113,3
3945, 5.995.000, Halmtorvet 29E,1700 København V,88,3
3946, 6.795.000, Kirkevænget 6C,2500 Valby,114,5
3947, 6.995.000, Rundholtsvej 7,2300 København S,98,4
3948, 7.495.000, Absalonsgade 3,1658 København V,102,4
3949, 7.995.000, Strandvejen 18,2100 København Ø,128,4
3950, 18.900.000, Pilestræde 21,1112 København K,322,5
3951, 2.450.000, Lauggårds Alle 12,2860 Søborg,60,0
3952, 2.598.000, Trøjborgvej 24,8200 Aarhus N,49,2
3953, 3.045.000, Søllerød Park 14,2840 Holte,88,3
3954, 3.495.000, Rosenvængets Hovedvej 22,2100 København Ø,59,2
3955, 3.655.000, Nordre Strandvej 123A,3150 Hellebæk,81,2
3956, 5.495.000, Jakob Dannefærds Vej 9,1973 Frederiksberg C,87,3
3957, 6.195.000, Torvegade 56,1400 København K,95,4
3958, 6.995.000, Blidahpark 13,2900 Hellerup,111,3
3959, 11.750.000, Østerbrogade 70,2100 København Ø,174,6
3960, 745.000, Hotel Skagen Strand 44 ,9990 Skagen,74,3
3961, 1.395.000, Middelfartvej 143,5200 Odense V,66,3
3962, 1.895.000, Vadholm 7,2800 Kongens Lyngby,46,2
3963, 1.925.000, Silkeborgvej 162 1 th ,8000 Aarhus C,50,2
3964, 2.695.000, Englandsvej 34D,2300 København S,64,2
3965, 3.695.000, Borups Allé 233A,2400 København NV,96,3
3966, 3.775.000, Klerkegade 17A,1308 København K,43,2
3967, 5.495.000, Glasvej 29 1 1 ,2400 København NV,92,3
3968, 6.495.000, Dianas Have 55 ,2970 Hørsholm,156,5
3969, 385.000, Bygholmvej 36 st 7 ,7742 Vesløs,38,2
3970, 750.000, Doktorvænget 45,7500 Holstebro,54,2
3971, 750.000, Doktorvænget 47,7500 Holstebro,52,2
3972, 795.000, Nørrealle 3A,7700 Thisted,87,3
3973, 875.000, Vinkelhagevej 174,7620 Lemvig,49,3
3974, 995.000, Låsbygade 85,6000 Kolding,59,2
3975, 1.145.000, Teglgårdsvej 415,3050 Humlebæk,50,1
3976, 1.148.000, Fynsgade 21,6700 Esbjerg,61,2
3977, 1.150.000, Doktorvænget 44,7500 Holstebro,88,3
3978, 1.150.000, Doktorvænget 3,7500 Holstebro,87,3
3979, 1.395.000, Dannebrogsgade 29,9000 Aalborg,62,2
3980, 1.498.000, Brobjerg Parkvej 95,8250 Egå,54,1
3981, 1.545.000, Vesterbro 45,9000 Aalborg,67,2
3982, 1.630.000, Nærum Hovedgade 17 3 tv ,2850 Nærum,57,2
3983, 1.795.000, Vesterbro 98,5000 Odense C,68,3
3984, 1.895.000, Fyensgade 26,9000 Aalborg,79,3
3985, 1.925.000, Roskildevænget 16,4000 Roskilde,57,2
3986, 1.950.000, Nørrevang 20 ,7451 Sunds,285,5
3987, 1.995.000, Vestervang 4 1 412 ,8000 Aarhus C,40,2
3988, 1.998.000, Grøndalsvej 62,8260 Viby J,116,3
3989, 1.999.000, Maglekæret 24E ,2680 Solrød Strand,77,3
3990, 2.225.000, Roskildevænget 7,4000 Roskilde,77,3
3991, 2.245.000, Ejboparken 73,4000 Roskilde,78,3
3992, 2.298.000, Absalonsgade 34,5000 Odense C,75,2
3993, 2.395.000, Rosengade 1A,6600 Vejen,184,8
3994, 2.395.000, Lauravej 3,2500 Valby,58,2
3995, 2.535.000, Brannersvej 21,2920 Charlottenlund,44,2
3996, 2.695.000, Skt. Jørgens Gade 10A,5000 Odense C,103,3
3997, 2.795.000, Sundvej 3,8700 Horsens,175,6
3998, 2.995.000, Odeons Kvarter 21,5000 Odense C,81,2
3999, 2.995.000, Søllerød Park 12,2840 Holte,88,3
4000, 3.075.000, Stigsborg Brygge 143 2 tv ,9400 Nørresundby,109,3
4001, 3.195.000, Delta Park 32,2665 Vallensbæk Strand,95,3
4002, 3.295.000, Skt. Jørgens Gade 10A,5000 Odense C,120,4
4003, 3.495.000, Tordenskjoldsgade 40,8200 Aarhus N,78,3
4004, 3.695.000, Mejlgade 89 2 th ,8000 Aarhus C,71,3
4005, 3.700.000, Adelgade 1,1304 København K,61,2
4006, 3.895.000, C.F. Møllers Allé 38,2300 København S,88,3
4007, 3.995.000, Nørre Allé 37,8000 Aarhus C,102,5
4008, 3.995.000, Bogholder Allé 31A,2720 Vanløse,92,3
4009, 3.998.000, Ringkøbingvej 26,8000 Aarhus C,100,3
4010, 4.745.000, Søllerødgade 22,2200 København N,72,3
4011, 4.950.000, Blytækkervej 6,2400 København NV,107,4
4012, 4.950.000, Nordre Jernbanevej 23,3400 Hillerød,133,5
4013, 5.250.000, Nordre Jernbanevej 23,3400 Hillerød,156,5
4014, 5.745.000, Forhåbningsholms Alle 15,1904 Frederiksberg C,88,3
4015, 5.795.000, Solitudevej 4,2200 København N,82,4
4016, 5.877.000, Ørbækgårds Alle 503,2970 Hørsholm,127,4
4017, 6.495.000, Papirfabrikken 52,8600 Silkeborg,127,3
4018, 6.645.000, Borups Alle 116,2000 Frederiksberg,130,5
4019, 6.695.000, Usserød Kongevej 41,2970 Hørsholm,130,4
4020, 6.895.000, Usserød Kongevej 41,2970 Hørsholm,130,4
4021, 6.995.000, Usserød Kongevej 41,2970 Hørsholm,140,4
4022, 6.999.999, Ved Amagerbanen 31D 4 2 ,2300 København S,113,3
4023, 7.395.000, Usserød Kongevej 41,2970 Hørsholm,140,4
4024, 7.695.000, Usserød Kongevej 41,2970 Hørsholm,142,4
4025, 7.995.000, Ørestads Boulevard 55A 7 701 ,2300 København S,140,3
4026, 7.995.000, Uplandsgade 20,2300 København S,182,5
4027, 7.995.000, Schlegels Alle 3,1807 Frederiksberg C,110,3
4028, 10.995.000, Strandgade 44G,1401 København K,101,3
4029, 11.000.000, Irma Pedersens Gade 116,8000 Aarhus C,163,4
4030, 12.250.000, Madvigs Alle 9,1829 Frederiksberg C,181,6
4031, 950.000, Årestrupsvej 26,9000 Aalborg,54,2
4032, 995.000, Alsgade 26,6400 Sønderborg,88,3
4033, 1.045.000, Svendborgvej 175,4700 Næstved,69,3
4034, 1.095.000, Mejerivej 8K,4560 Vig,83,3
4035, 1.295.000, Asser Rigs Vej 31C,8960 Randers SØ,96,3
4036, 1.741.500, Thuresensgade 33C,5000 Odense C,66,2
4037, 1.795.000, Filstedvej 12,9000 Aalborg,126,5
4038, 1.798.000, Danmarksgade 77,9000 Aalborg,90,3
4039, 1.895.000, Aldershvilevej 106,2880 Bagsværd,47,1
4040, 1.995.000, Bregnerødvej 66,3460 Birkerød,68,3
4041, 2.095.000, Vigerslevvej 318,2500 Valby,59,3
4042, 2.250.000, Skt. Nicolaus Gade 3,8000 Aarhus C,51,2
4043, 2.485.000, Nordre Strandvej 339B 1 ,3100 Hornbæk,72,3
4044, 2.495.000, Engelsborgvej 28E,2800 Kongens Lyngby,64,3
4045, 2.595.000, Offenbachsvej 30 st tv ,2450 København SV,51,2
4046, 2.799.000, Jagtvej 141,2200 København N,68,2
4047, 2.895.000, Svanelundsvej 6B ,9800 Hjørring,135,4
4048, 2.999.000, Prinsessegade 17A,1422 København K,47,2
4049, 3.395.000, Kronprinsesse Sofies Vej 45,2000 Frederiksberg,73,3
4050, 3.395.000, Bifaldet 19,4000 Roskilde,94,3
4051, 3.495.000, Klosterparken 26,7900 Nykøbing M,117,3
4052, 3.498.000, Søvej 9A,8220 Brabrand,96,3
4053, 3.595.000, Sankt Pauls Gade 3,1313 København K,46,2
4054, 3.598.000, Irma Pedersens Gade 60,8000 Aarhus C,77,3
4055, 3.695.000, Duevej 46,2000 Frederiksberg,70,3
4056, 3.849.000, Åparken 6,8000 Aarhus C,107,4
4057, 3.995.000, Constantin Hansens Gade 21,1799 København V,52,2
4058, 4.250.000, Thorsgade 76,2200 København N,79,3
4059, 4.595.000, Edvard Thomsens Vej 59,2300 København S,122,4
4060, 4.845.000, Vigerslev Allé 23,2500 Valby,91,4
4061, 5.995.000, Forhåbningsholms Alle 17A,1904 Frederiksberg C,87,4
4062, 6.195.000, Jakob Dannefærds Vej 13,1973 Frederiksberg C,87,4
4063, 6.495.000, Erik Bøghs Alle 15A,2860 Søborg,119,4
4064, 450.000, Tåstrupvej 42 1 ,8370 Hadsten,69,2
4065, 779.000, Højtoftegade 14,8940 Randers SV,72,2
4066, 949.500, Ægirsvej 51,8920 Randers NV,90,4
4067, 1.195.000, Egestræde 11A,4660 Store Heddinge,118,3
4068, 1.198.000, Rebæk Søpark 3,2650 Hvidovre,46,1
4069, 1.348.000, Skoleparken 21,6705 Esbjerg Ø,82,3
4070, 1.385.000, Topperne 7,2620 Albertslund,49,2
4071, 1.398.000, Perikumvej 5,9000 Aalborg,69,2
4072, 1.495.000, Bertel Holts Vej 2A st tv ,9400 Nørresundby,85,2
4073, 1.495.000, Islandsgade 11,9000 Aalborg,61,2
4074, 1.498.000, Nygårdsvej 133,6700 Esbjerg,85,3
4075, 1.498.000, Lykkesvej 12 ,6800 Varde,129,4
4076, 1.748.000, Blegdalsparken 41E,9000 Aalborg,68,2
4077, 1.795.000, Strøby Bygade 30B ,4671 Strøby,88,3
4078, 2.095.000, Lysbuen 7,8700 Horsens,95,3
4079, 2.395.000, Skovvejen 19C,8000 Aarhus C,57,2
4080, 2.395.000, Caprivej 9,2300 København S,58,2
4081, 2.595.000, Østerbro 24,9000 Aalborg,107,4
4082, 2.645.000, Gråbrødrestræde 5,8900 Randers C,136,4
4083, 2.650.000, Nordre Strandvej 339A 2 ,3100 Hornbæk,62,3
4084, 2.795.000, Nyborgvej 61,5000 Odense C,93,3
4085, 2.995.000, Solgårdsvej 7 st th ,2942 Skodsborg,94,3
4086, 2.995.000, Laurids Skaus Gade 11,2200 København N,53,2
4087, 3.095.000, Blidahpark 25 st 3 ,2900 Hellerup,58,2
4088, 3.495.000, Augustagade 4,2300 København S,75,3
4089, 3.550.000, Burmeistersgade 21,1429 København K,52,2
4090, 3.595.000, Kirkestræde 1C ,3000 Helsingør,101,3
4091, 3.800.000, Sygehusvej 18,9240 Nibe,142,4
4092, 4.095.000, Burmeistersgade 7,1429 København K,52,2
4093, 4.499.000, Peder Hjorts Vej 1,2500 Valby,82,3
4094, 4.695.000, Spinderigade 14,2500 Valby,94,3
4095, 4.850.000, Ungarnsgade 16 5 ,2300 København S,96,3
4096, 4.995.000, C.F. Møllers Allé 32,2300 København S,96,3
4097, 5.595.000, Steenwinkelsvej 6,1966 Frederiksberg C,76,3
4098, 5.795.000, C.F. Møllers Allé 38,2300 København S,103,4
4099, 6.498.000, Helga Pedersens Gade 7,8000 Aarhus C,113,4
4100, 6.995.000, Strandvejen 38,2900 Hellerup,119,4
4101, 7.495.000, Høje Skodsborgvej 16 3 tv ,2942 Skodsborg,79,3
4102, 8.995.000, Rundholtsvej 56,2300 København S,125,4
4103, 10.500.000, Østerbrogade 104,2100 København Ø,244,5
4104, 13.250.000, Amerika Plads 3A,2100 København Ø,136,0
4105, 645.000, Vestervangsvej 71,8800 Viborg,58,2
4106, 1.095.000, Gartnervænget 12,5690 Tommerup,102,4
4107, 1.298.000, Kastetvej 127,9000 Aalborg,60,2
4108, 1.325.000, Taastrup Vænge 51,2630 Taastrup,42,1
4109, 1.350.000, Bagsværd Hovedgade 116A,2880 Bagsværd,45,1
4110, 1.598.000, Thistedvej 81E,9400 Nørresundby,100,3
4111, 1.625.000, Christianehøj 63,2860 Søborg,44,2
4112, 1.848.000, Vibevej 28,2400 København NV,57,2
4113, 1.875.000, Parkvej 6,9000 Aalborg,96,3
4114, 1.895.000, Frederiksdalsvej 10C,2830 Virum,59,2
4115, 1.995.000, Frederiksdalsvej 10A,2830 Virum,57,2
4116, 2.495.000, Rosen 46 ,4300 Holbæk,81,3
4117, 2.498.000, Vestervang 41,8000 Aarhus C,75,3
4118, 2.595.000, H. Schneekloths Vej 33,2000 Frederiksberg,55,1
4119, 2.750.000, Julius Posselts Vej 3A,9400 Nørresundby,83,2
4120, 2.995.000, Bremensgade 37,2300 København S,67,3
4121, 2.995.000, Vestervang 32,2500 Valby,75,3
4122, 2.995.000, Valdemarsgade 30,9000 Aalborg,91,3
4123, 3.495.000, Teglstrupvej 5,2100 København Ø,68,3
4124, 3.698.000, Strandbygade 22,6700 Esbjerg,129,3
