new_index,Pris,address,zipcode,m2,rooms
5496, 1.445.000, Løjt Feriecenter 2 348 ,6200 Aabenraa,103,4
5497, 1.495.000, Fægangen 12,4180 Sorø,134,3
5498, 1.595.000, Hemsedalsgade 7,2300 København S,54,1
5499, 1.595.000, Spangsbjerggade 20,6700 Esbjerg,91,3
5500, 1.748.000, Havrevangen 6 1 tv ,9000 Aalborg,79,3
5501, 1.798.000, Christiansgade 60 3 ,9000 Aalborg,81,3
5502, 1.895.000, Stengade 78B,3000 Helsingør,63,2
5503, 2.195.000, Østergade 16,3400 Hillerød,71,3
5504, 2.198.000, Vendsysselgade 28,9000 Aalborg,99,4
5505, 2.335.000, Skibhusvej 173,5000 Odense C,104,3
5506, 2.395.000, Topperne 22,2620 Albertslund,97,4
5507, 3.295.000, Stengårds Alle 8,2800 Kongens Lyngby,71,3
5508, 3.399.000, Bremensgade 9,2300 København S,66,3
5509, 3.449.000, Borresøvej 29 1 tv ,8240 Risskov,95,4
5510, 4.850.000, Pakhusvej 4 st th ,2100 København Ø,101,3
5511, 4.995.000, Gyngemose Parkvej 5,2860 Søborg,117,4
5512, 6.295.000, Ben Websters Vej 138,2450 København SV,103,3
5513, 8.500.000, Øresund Parkvej 4 4 th ,2300 København S,130,3
5514, 720.000, Allegade 2C,7500 Holstebro,52,2
5515, 1.495.000, Fuglsangsvej 6,9400 Nørresundby,77,2
5516, 1.995.000, Sofielundsvej 22,2600 Glostrup,55,2
5517, 1.995.000, Lyngholmpark 63,3520 Farum,67,2
5518, 2.025.000, Ryttergårdsvej 20,3520 Farum,83,3
5519, 2.195.000, Gammel Køge Landevej 178,2500 Valby,53,2
5520, 2.250.000, Langdraget 19,2720 Vanløse,51,2
5521, 2.395.000, Gebauersgade 4,8000 Aarhus C,57,2
5522, 2.595.000, Nygårdsvej 41B,2100 København Ø,46,2
5523, 2.995.000, Bjelkes Allé 12,2200 København N,54,2
5524, 3.095.000, Søllerød Park 13,2840 Holte,88,4
5525, 3.395.000, Ørestads Boulevard 57A,2300 København S,92,2
5526, 3.498.000, Mariane Thomsens Gade 6,8000 Aarhus C,61,2
5527, 3.895.000, Kjeld Tolstrups Gade 22,8000 Aarhus C,71,2
5528, 4.195.000, Dampfærgevej 24C,2100 København Ø,67,2
5529, 4.195.000, F.F. Ulriks Gade 1,2100 København Ø,104,4
5530, 4.650.000, Uplandsgade 28,2300 København S,99,4
5531, 5.295.000, Lyngbyvej 70,2100 København Ø,119,4
5532, 5.495.000, Tom Kristensens Vej 44,2300 København S,89,3
5533, 5.995.000, Jagtvej 187,2100 København Ø,115,3
5534, 6.495.000, Store Kongensgade 79B,1264 København K,86,3
5535, 6.745.000, Hellerupvej 58,2900 Hellerup,129,4
5536, 7.995.000, Lille Strandvej 2A,2900 Hellerup,120,4
5537, 8.495.000, Gammel Kongevej 165A,1850 Frederiksberg C,121,5
5538, 9.295.000, Frederiksberg Alle 53,1820 Frederiksberg C,152,5
5539, 9.495.000, Markmandsgade 23,2300 København S,135,4
5540, 11.995.000, Knud Kristensens Gade 16 ,2300 København S,242,5
5541, 695.000, Nørre Voldgade 98 3 tv ,7000 Fredericia,63,3
5542, 4.250.000, Kompagnivej 8,3520 Farum,131,3
5543, 5.145.000, Frederiksvej 42,2000 Frederiksberg,80,4
5544, 9.980.000, Strandgade 83 3 4 ,1401 København K,106,3
5545, 1.098.000, Dybbølgade 6 st tv ,9000 Aalborg,46,2
5546, 1.348.000, Fynsgade 21,6700 Esbjerg,70,2
5547, 1.495.000, Sankt Jørgens Gade 8 1 tv ,9000 Aalborg,73,2
5548, 1.595.000, Islandsgade 44 st th ,6700 Esbjerg,90,3
5549, 1.895.000, Rundforbivej 265 1 e ,2850 Nærum,72,2
5550, 1.198.000, Pindborggade 8B,9300 Sæby,102,3
5551, 1.295.000, Haslevej 20,8230 Åbyhøj,38,1
5552, 1.349.000, Jakob Skomager Vej 12 2 3 ,9000 Aalborg,66,2
5553, 1.498.000, Skejbygårdsvej 26,8240 Risskov,49,2
5554, 1.595.000, Østre Stationsvej 39A,5000 Odense C,55,2
5555, 1.998.000, Silkeborgvej 114,8000 Aarhus C,61,2
5556, 2.595.000, Højnæsvej 52A,2610 Rødovre,58,2
5557, 2.795.000, Tirstrupvej 6,8240 Risskov,81,3
5558, 2.995.000, Søllerød Park 19,2840 Holte,88,3
5559, 3.095.000, Bremensgade 9,2300 København S,62,3
5560, 3.193.000, Skovvejen 123B,8000 Aarhus C,79,2
5561, 3.295.000, Pantheonsgade 8,5000 Odense C,121,4
5562, 3.500.000, Ordrupvej 48A,2920 Charlottenlund,67,3
5563, 3.795.000, Jægersborg Alle 241,2820 Gentofte,110,4
5564, 4.095.000, Filosofgangen 11,5000 Odense C,153,4
5565, 6.995.000, Langebrogade 1C,1411 København K,139,4
5566, 21.250.000, Dunkerquegade 10,2150 Nordhavn,236,4
5567, 22.500.000, Dunkerquegade 10,2150 Nordhavn,236,4
5568, 745.000, Sallinggade 7,7800 Skive,91,3
5569, 865.000, Algade 12A,4660 Store Heddinge,62,2
5570, 1.248.000, Dr. Holsts Vej 50,8230 Åbyhøj,47,2
5571, 1.495.000, Søndergade 2B,4050 Skibby,127,3
5572, 1.495.000, Sankt Peders Gade 31,9400 Nørresundby,93,3
5573, 1.600.000, Dr. Holsts Vej 36,8230 Åbyhøj,62,2
5574, 1.695.000, Guldbergsgade 12B,8600 Silkeborg,63,2
5575, 1.698.000, Haslevej 20,8230 Åbyhøj,38,1
5576, 1.698.000, Dr. Holsts Vej 26A,8230 Åbyhøj,70,2
5577, 2.695.000, Jernbanegade 12,9530 Støvring,142,4
5578, 2.750.000, Helsingørsvej 1A,3480 Fredensborg,90,3
5579, 2.750.000, Helsingørsvej 1A,3480 Fredensborg,90,3
5580, 3.295.000, Grøndals Parkvej 20,2720 Vanløse,67,3
5581, 3.448.000, Sønderport 1,8000 Aarhus C,104,4
5582, 3.645.000, Åbenrå 26,1124 København K,49,2
5583, 3.698.000, Helgenæsgade 5,8000 Aarhus C,83,3
5584, 3.795.000, Bomhusvej 16B,2100 København Ø,71,2
5585, 4.795.000, Ved Amagerport 8,2300 København S,85,3
5586, 5.995.000, Øster Søgade 34,1357 København K,100,4
5587, 6.295.000, Sundkaj 75,2150 Nordhavn,84,3
5588, 6.995.000, Skodsborgparken 12,2942 Skodsborg,146,3
5589, 30.000.000, Dunkerquegade 10,2150 Nordhavn,236,4
5590, 565.000, Danmarksgade 8,8900 Randers C,55,2
5591, 1.149.000, Agtrupvej 54 2 tv ,6000 Kolding,67,2
5592, 1.195.000, Vejledalen 50,2635 Ishøj,40,2
5593, 1.245.000, Flagbakkevej 26 st 18 ,9990 Skagen,43,1
5594, 1.250.000, Kantorvænget 8,8240 Risskov,38,1
5595, 1.395.000, Annasholmsgade 13,5000 Odense C,54,2
5596, 1.465.000, Jyllandsgade 13,8800 Viborg,99,3
5597, 1.665.000, Nordre Ringvej 10 2 th ,2600 Glostrup,57,2
5598, 2.198.000, Aarestrupsvej 29,5230 Odense M,64,2
5599, 2.348.000, Gartnerivej 2,8220 Brabrand,112,3
5600, 2.398.000, Skt. Pauls Gade 36,8000 Aarhus C,61,2
5601, 2.850.000, Kalvøvej 4B ,3600 Frederikssund,127,5
5602, 2.945.000, Flensborggade 5,1669 København V,50,2
5603, 2.995.000, Ved Egedam 19,3400 Hillerød,106,4
5604, 3.125.000, Ellevej 6,2970 Hørsholm,96,4
5605, 3.345.000, Søndergade 24C ,5000 Odense C,96,3
5606, 3.395.000, Milnersvej 6C,3400 Hillerød,114,3
5607, 3.495.000, Duevej 42,2000 Frederiksberg,72,3
5608, 3.695.000, Kongeæblevej 3,2500 Valby,70,2
5609, 3.795.000, Camilla Nielsens Vej 1,2000 Frederiksberg,101,4
5610, 3.995.000, Flensborggade 34,1669 København V,61,2
5611, 4.295.000, Husumgade 12,2200 København N,79,4
5612, 4.595.000, Fredensvej 73,2920 Charlottenlund,105,3
5613, 5.200.000, Hans Broges Gade 39,8000 Aarhus C,107,4
5614, 6.500.000, Mariendalsvej 8,2000 Frederiksberg,152,4
5615, 7.195.000, Rosenørns Alle 64,1970 Frederiksberg C,124,5
5616, 9.495.000, Forhåbningsholms Alle 33,1904 Frederiksberg C,138,4
5617, 9.995.000, Nikolajgade 18 ,1068 København K,181,5
5618, 10.995.000, Islands Brygge 77A,2300 København S,168,4
5619, 395.000, Glarbjergvej 95,8930 Randers NØ,50,2
5620, 795.000, Vestertorv 8,8900 Randers C,66,2
5621, 895.000, Solbakkevej 23B,4760 Vordingborg,82,3
5622, 995.000, Dr Sells Vej 16B 1 tv ,4293 Dianalund,136,5
5623, 1.095.000, Nørrebrogade 3,8900 Randers C,83,3
5624, 1.298.000, Guldbergsgade 12B,8600 Silkeborg,45,1
5625, 1.350.000, Istedgade 33,9000 Aalborg,50,2
5626, 1.495.000, Frederiksberggade 48,8600 Silkeborg,60,2
5627, 1.595.000, Vinkelager 15,2720 Vanløse,37,1
5628, 1.885.000, Brinchs Have 13,2630 Taastrup,70,3
5629, 1.895.000, Nordborggade 15,8000 Aarhus C,48,2
5630, 2.395.000, Tartinisvej 30,2450 København SV,50,2
5631, 2.398.000, Fuglebakkevej 48A,8210 Aarhus V,72,3
5632, 2.830.000, Tage-Hansens Gade 15,8000 Aarhus C,79,3
5633, 2.899.000, Vølundsgade 23,2200 København N,59,2
5634, 2.900.000, Reberbanen 4,8400 Ebeltoft,115,2
5635, 2.995.000, Svingelport 9,3000 Helsingør,80,2
5636, 2.995.000, Kastanie Allé 26B,2720 Vanløse,73,3
5637, 3.250.000, Hvide Hus Vej 1A,8400 Ebeltoft,110,3
5638, 3.495.000, Kong Christians Alle 21 ,9000 Aalborg,100,2
5639, 3.495.000, Halmtorvet 58,1700 København V,55,3
5640, 3.495.000, Ordrupvej 129,2920 Charlottenlund,78,3
5641, 3.495.000, Rådmand Steins Alle 17,2000 Frederiksberg,80,3
5642, 4.498.000, Hans Broges Gade 10,8000 Aarhus C,90,3
5643, 4.800.000, Niels Hemmingsens Gade 23,1153 København K,61,2
5644, 4.875.000, Landemærket 57,1119 København K,72,3
5645, 4.950.000, Janus La Cours Gade 16,8000 Aarhus C,128,4
5646, 5.095.000, Nordre Fasanvej 180,2000 Frederiksberg,120,5
5647, 5.200.000, Broholms Alle 12B,2920 Charlottenlund,105,4
5648, 5.499.999, Teglholmsgade 34,2450 København SV,98,3
5649, 5.500.000, Porcelænshaven 5C,2000 Frederiksberg,83,2
5650, 5.995.000, Strandlodsvej 23G,2300 København S,99,3
5651, 7.250.000, Islands Brygge 36C,2300 København S,104,3
5652, 7.595.000, Herluf Trolles Gade 22,1052 København K,87,3
5653, 8.595.000, Drechselsgade 12,2300 København S,113,3
5654, 8.895.000, Absalonsgade 3,1658 København V,101,4
5655, 9.695.000, Drosselvej 57D,2000 Frederiksberg,129,4
5656, 1.050.000, Katrinedalsvej 46,2720 Vanløse,28,1
5657, 1.250.000, Rødovrevej 305,2610 Rødovre,45,1
5658, 1.295.000, Rosengården 18,9200 Aalborg SV,101,3
5659, 1.695.000, Buddingevej 299,2860 Søborg,51,2
5660, 1.898.000, Frydenlunds Allé 2A,8210 Aarhus V,58,2
5661, 1.995.000, Von Hattenstræde 9C ,8900 Randers C,125,4
5662, 2.395.000, Borgervænget 10,6100 Haderslev,107,3
5663, 2.695.000, Bredebovej 33,2800 Kongens Lyngby,69,2
5664, 2.845.000, Hessensgade 15,2300 København S,62,2
5665, 3.195.000, Præstekærvej 9,2700 Brønshøj,78,3
5666, 3.250.000, Hvide Hus Vej 1B ,8400 Ebeltoft,110,3
5667, 3.395.000, Øresundsvej 54,2300 København S,66,2
5668, 6.395.000, Gothersgade 93,1123 København K,99,4
5669, 19.975.000, Tuborg Havnepark 22,2900 Hellerup,167,4
5670, 1.298.000, Falstersgade 46,9000 Aalborg,62,2
5671, 2.298.000, Jens Baggesens Vej 33,8200 Aarhus N,48,2
5672, 2.595.000, Smakkegårdsvej 189,2820 Gentofte,66,2
5673, 6.445.000, Carit Etlars Vej 8 4 th ,1814 Frederiksberg C,101,3
5674, 1.395.000, Mosevangen 7 2 th ,8660 Skanderborg,82,3
5675, 1.445.000, Vestergade 65A 3 ,9400 Nørresundby,76,2
5676, 2.298.000, Kystvejen 63 th ,8000 Aarhus C,57,2
5677, 2.450.000, Julius Posselts Vej 3A 9 8 ,9400 Nørresundby,83,2
5678, 2.495.000, Aabenraavej 51,6100 Haderslev,181,5
5679, 2.595.000, Torvegade 64,1400 København K,42,2
5680, 2.700.000, Grønnegården 504B,2670 Greve,81,4
5681, 4.295.000, Schleppegrellsgade 6,2200 København N,88,3
5682, 4.395.000, Rosensgade 30C,8000 Aarhus C,99,3
5683, 525.000, Hovedgaden 18,8544 Mørke,107,2
5684, 675.000, Grøfthøjparken 151,8260 Viby J,33,1
5685, 798.000, Kantorparken 8,8240 Risskov,31,1
5686, 825.000, Kantorparken 16,8240 Risskov,30,1
5687, 975.000, Bisgårdgade 8,7500 Holstebro,76,2
5688, 998.000, Mirabellevej 8,8370 Hadsten,68,2
5689, 1.195.000, Møensgade 2,9000 Aalborg,54,2
5690, 1.445.000, Tietgens Allé 108,5230 Odense M,94,2
5691, 1.599.000, Enghavevej 4,8680 Ry,65,2
5692, 1.700.000, Søtorvet 16,8600 Silkeborg,60,1
5693, 1.750.000, Parken 22,3480 Fredensborg,65,2
5694, 1.895.000, Folehaven 90,2500 Valby,55,2
5695, 2.595.000, Store Gråbrødrestræde 25,4000 Roskilde,59,1
5696, 3.295.000, Buchwaldsgade 44,5000 Odense C,122,4
5697, 3.395.000, Blumersgade 5B,8700 Horsens,125,3
5698, 3.595.000, Viborggade 38,2100 København Ø,85,3
5699, 3.650.000, Søtorvet 16,8600 Silkeborg,111,3
5700, 3.850.000, Søtorvet 16,8600 Silkeborg,111,3
5701, 3.995.000, Thorshavnsgade 22,2300 København S,60,2
5702, 4.100.000, Søtorvet 16,8600 Silkeborg,111,3
5703, 5.795.000, Mågevej 30B,4000 Roskilde,190,7
5704, 7.500.000, Øster Søgade 30,1357 København K,120,5
5705, 8.500.000, Søtorvet 16,8600 Silkeborg,162,4
5706, 9.500.000, Store Kongensgade 76,1264 København K,156,5
5707, 10.245.000, Nimbusparken 1,2000 Frederiksberg,130,4
5708, 649.000, Dr. Holsts Vej 46,8230 Åbyhøj,27,1
5709, 1.098.000, Frodesgade 136,6700 Esbjerg,63,2
5710, 1.375.000, Langelandsgade 6,9000 Aalborg,62,2
5711, 1.425.000, Hougårdsvej 34,8220 Brabrand,74,3
5712, 1.595.000, Steen Blichers Gade 21B,8900 Randers C,165,7
5713, 1.698.000, Forchhammersvej 9D,9000 Aalborg,48,2
5714, 1.725.000, Vejlebrovej 95 2 45 ,2635 Ishøj,61,2
5715, 2.350.000, Backersvej 80,2300 København S,61,2
5716, 2.495.000, Jens Baggesens Vej 102,8200 Aarhus N,104,4
5717, 2.795.000, Mikkelborg Park 13,2970 Hørsholm,70,2
5718, 2.995.000, Østergade 18,3400 Hillerød,111,3
5719, 3.359.000, Nørre Allé 80,8000 Aarhus C,84,3
5720, 3.798.000, Bernhardt Jensens Boulevard 91,8000 Aarhus C,91,3
5721, 3.895.000, Stuhrs Brygge 17 3 tv ,9000 Aalborg,109,3
5722, 4.395.000, Dronningens Vænge 12,2800 Kongens Lyngby,79,2
5723, 4.495.000, Lindegårdsvej 40,2920 Charlottenlund,82,3
5724, 4.995.000, Nordre Frihavnsgade 61,2100 København Ø,81,3
5725, 7.595.000, Langelinie Allé 5 1 1 ,2100 København Ø,109,3
5726, 7.950.000, Strandvejen 417E,2930 Klampenborg,66,2
5727, 12.000.000, Trekronergade 15A,2500 Valby,230,6
5728, 13.495.000, Hellerupvej 8,2900 Hellerup,172,4
5729, 17.500.000, Nyhavn 53,1051 København K,274,7
5730, 1.175.000, Hobrovej 58 3 tv ,9000 Aalborg,71,2
5731, 1.398.000, Frodesgade 156,6700 Esbjerg,76,3
5732, 1.495.000, Ny Adelgade 4A,5610 Assens,109,4
5733, 1.695.000, Brønshøjvej 65,2700 Brønshøj,35,1
5734, 1.695.000, Tietgens Allé 60,5230 Odense M,79,3
5735, 1.795.000, Teglgårdsvej 505 3 th ,3050 Humlebæk,72,3
5736, 1.795.000, Peter Ipsens Allé 3,2400 København NV,55,2
5737, 2.150.000, Harrestrupvang 9C,2500 Valby,51,2
5738, 2.175.000, Vestergade 6,7600 Struer,145,5
5739, 2.195.000, Nordborggade 1,8000 Aarhus C,60,2
5740, 2.198.000, Tage-Hansens Gade 15,8000 Aarhus C,68,3
5741, 2.495.000, Topperne 30,2620 Albertslund,97,4
5742, 2.595.000, Gyldenstens Vænge 172,3600 Frederikssund,90,4
5743, 2.595.000, Rønnevangshusene 71,2630 Taastrup,97,4
5744, 2.599.000, Vestervang 23,8000 Aarhus C,67,2
5745, 3.095.000, Kastrupvej 96,2300 København S,67,3
5746, 3.885.000, Strandpassagen 4K,4600 Køge,104,3
5747, 4.000.000, Robert Jacobsens Vej 68,2300 København S,108,3
5748, 4.595.000, Richard Mortensens Vej 67,2300 København S,114,4
5749, 5.995.000, Strandvejen 118,3070 Snekkersten,79,3
5750, 16.650.000, Stockflethsvej 5,2000 Frederiksberg,222,6
5751, 19.000.000, Malmøgade 6,2100 København Ø,306,8
5752, 695.000, Skelvangsvej 101,8920 Randers NV,84,3
5753, 1.295.000, Østerbro 92,9000 Aalborg,58,2
5754, 1.445.000, Skærødvej 15E,3200 Helsinge,96,3
5755, 1.495.000, Fredericiavej 75,7100 Vejle,91,3
5756, 1.495.000, Rødovre Parkvej 265,2610 Rødovre,47,1
5757, 1.850.000, Nytorv 3H ,8800 Viborg,113,3
5758, 1.895.000, Frederiksborgvej 34,3200 Helsinge,93,3
5759, 2.195.000, Tvethøjvej 12 ,4320 Lejre,57,3
5760, 2.395.000, Østersøvej 1,6300 Gråsten,127,4
5761, 2.398.000, Chr. Kiers Plads 5 4 th ,8000 Aarhus C,53,2
5762, 2.498.000, Birkedommervej 18,2400 København NV,61,2
5763, 2.898.000, Kridtsløjfen 21 2 4 ,9000 Aalborg,103,3
5764, 3.198.000, Åparken 6,8000 Aarhus C,76,3
5765, 3.325.000, Sjællandsgade 31,8000 Aarhus C,75,2
5766, 3.695.000, Elbagade 73,2300 København S,75,3
5767, 3.795.000, Skotteparken 190,2750 Ballerup,80,2
5768, 4.295.000, Jægersborg Alle 241,2820 Gentofte,113,3
5769, 4.300.000, Richard Mortensens Vej 75 1 t1 ,2300 København S,106,3
5770, 4.595.000, Strandkvanen 10E,4600 Køge,97,3
5771, 6.250.000, Tranegårdsvej 55,2900 Hellerup,113,5
5772, 6.495.000, Dronningens Vænge 3,2800 Kongens Lyngby,114,4
5773, 675.000, Lindvedparken 36A,5260 Odense S,38,1
5774, 1.250.000, Sofievej 84,9000 Aalborg,86,3
5775, 1.345.000, Bjerregade 30,8700 Horsens,111,4
5776, 1.348.000, Ryesgade 43,9000 Aalborg,62,2
5777, 1.895.000, Valhøjs Alle 90,2610 Rødovre,60,2
5778, 1.995.000, Vestervang 32,2500 Valby,53,2
5779, 2.075.000, Sct Olai Gade 12,3000 Helsingør,72,2
5780, 2.095.000, Katrinedalsvej 2,2720 Vanløse,63,2
5781, 2.350.000, Løvparken 2B ,4000 Roskilde,73,2
5782, 2.395.000, Dagmarsgade 1,4100 Ringsted,138,5
5783, 2.998.000, Hans Schourups Gade 8,8000 Aarhus C,70,2
5784, 3.050.000, Dommervænget 6C,4000 Roskilde,87,4
5785, 3.795.000, Trollesvej 4,3400 Hillerød,114,3
5786, 4.995.000, Strandpassagen 4H ,4600 Køge,130,4
5787, 1.395.000, Vesterbrogade 12 4 th ,9400 Nørresundby,50,2
5788, 1.595.000, Fyrrebakken 36 st th ,9000 Aalborg,59,2
5789, 1.750.000, Ahornvej 3B st th ,2970 Hørsholm,57,2
5790, 2.195.000, Valdemarsgade 8 2 th ,9000 Aalborg,90,3
5791, 665.000, Dr. Holsts Vej 40 2 221 ,8230 Åbyhøj,28,1
5792, 945.000, Stranden 59 ,9560 Hadsund,66,3
5793, 1.175.000, Frodesgade 42 2 th ,6700 Esbjerg,72,2
5794, 1.475.000, Gartnervang 22 st mf ,4000 Roskilde,41,1
5795, 1.495.000, Østergade 29D,4700 Næstved,92,2
5796, 1.695.000, Fredskovhellet 24 st tv ,3400 Hillerød,72,2
5797, 2.195.000, Roskildevænget 34,4000 Roskilde,72,3
5798, 3.495.000, Møllevej 10B st ,2800 Kongens Lyngby,57,3
5799, 4.495.000, Ordrup Jagtvej 145 st tv ,2920 Charlottenlund,77,3
5800, 995.000, Jens Bangs Vej 5 st tv ,9400 Nørresundby,56,2
5801, 995.000, Østergade 70,9400 Nørresundby,58,2
5802, 995.000, Udsigten 18,6000 Kolding,75,2
5803, 1.098.000, Vestergade 42A 2 ,5700 Svendborg,64,2
5804, 1.245.000, Skolegade 70,6700 Esbjerg,78,3
5805, 1.898.000, Havet 24A,8585 Glesborg,108,3
5806, 1.898.000, Ungarnsgade 39,2300 København S,44,1
5807, 1.995.000, Blåbærhaven 5,2980 Kokkedal,88,4
