,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
190,2125000, Roskildevænget 31,4000 Roskilde,76,3,12.09345174,55.62820233,324.84,2151.05,469.32,260.74,1345.17,Hovedstaden
191,2195000, Krudttårnsbakken 5,3300 Frederiksværk,99,3,12.02681984,55.96826524,736.32,1102.16,1171.69,875.43,15114.32,Hovedstaden
192,2350000, Lehwaldsvej 3,2800 Kongens Lyngby,68,2,12.50084588,55.7682928,218.45,918.28,301.46,268.74,5235.99,Hovedstaden
193,2395000, Kastrupkrogen 17,2770 Kastrup,54,2,12.64369502,55.63690397,192.5,1794.3,547.14,219.97,3103.99,Hovedstaden
194,2495000, Tyrolsgade 12,2300 København S,45,2,12.60914969,55.65943455,170.17,3625.44,608.66,152.68,1384.81,Hovedstaden
195,2495000, Hollandsvej 9,2800 Kongens Lyngby,56,2,12.50615622,55.76485713,440.01,1157.53,798.01,542.75,4584.04,Hovedstaden
196,2495000, Johan Kellers Vej 59,2450 København SV,59,2,12.53590983,55.65450922,396.13,1859.04,465.41,553.37,4593.61,Hovedstaden
197,2650000, Holsedore 18,5000 Odense C,78,2,10.38540952,55.39372974,493.74,1092.14,559.01,275.46,2049.17,Syddanmark
198,2695000, Rådmandsgade 40B,2200 København N,56,2,12.55172668,55.7000336,67.14,2801.14,197.67,183.91,1316.09,Hovedstaden
199,2795000, Eriksgade 5,1708 København V,41,2,12.55774534,55.66964157,204.46,728.97,110.86,145.34,3502.74,Hovedstaden
200,2795000, Frederiksborgvej 17,2400 København NV,71,2,12.53291706,55.70304124,431.86,3632.49,434.32,182.51,1600.91,Hovedstaden
201,2798000, Mejlbyvej 687,8530 Hjortshøj,238,7,10.21220528,56.30156512,2034.03,11295.46,1565.37,58.66,23450.25,Midtjylland
202,2850000, Randersgade 17,2100 København Ø,53,2,12.58117575,55.70319106,135.76,1760.61,69.49,317.44,1513.85,Hovedstaden
203,2875000, Grønnegården 623A ,2670 Greve,81,4,12.3409481,55.5981809,332.42,10363.26,1210.62,1199.91,10701.67,Hovedstaden
204,2895000, Jens Benzons Gade 34,5000 Odense C,102,3,10.37404239,55.39539734,348.6,1280.53,301.66,364.86,1578.34,Syddanmark
205,2995000, Vermlandsgade 76 2 th ,2300 København S,61,2,12.61142951,55.6666676,348.21,3525.35,302.08,390.39,1760.72,Hovedstaden
206,2995000, Nørregade 26,5000 Odense C,125,5,10.38830243,55.3981851,344.23,575.53,215.71,226.16,2631.04,Syddanmark
207,2995000, Kildebakkegårds Alle 108,2860 Søborg,58,5,12.50803132,55.74210177,392.7,3575.46,337.24,385.82,2702.29,Hovedstaden
208,2995000, Rumæniensgade 4,2300 København S,65,2,12.61385811,55.65991681,315.55,3939.43,656.35,344.27,1287.1,Hovedstaden
209,3195000, Jensløvs Tværvej 10,2920 Charlottenlund,89,4,12.57003799,55.75314786,277.93,3285.01,812.36,276.62,3586.31,Hovedstaden
210,3195000, Marstalsgade 20,2100 København Ø,55,2,12.58686333,55.70367903,261.67,1590.92,236.71,210.28,1979.69,Hovedstaden
211,3495000, Carl Langes Vej 48,2500 Valby,80,3,12.50091883,55.66367238,429.8,1522.05,709.68,489.63,3531.85,Hovedstaden
212,3495000, Heimdalsgade 34,2200 København N,71,3,12.54508039,55.70244817,94.35,3176.73,634.56,143.22,1424.45,Hovedstaden
213,3695000, Roret 143 ,3070 Snekkersten,112,3,12.57178514,56.01262491,688.36,1518.89,993.53,1130.67,3881.74,Hovedstaden
214,3750000, Falstersgade 46,8000 Aarhus C,83,3,10.19940721,56.16432611,84.88,2114.44,384.74,400.05,4407.94,Midtjylland
215,3795000, Bernstorffsvej 69B,2900 Hellerup,88,3,12.55555607,55.73571705,134.51,1074.97,643.92,1021.7,911.47,Hovedstaden
216,3795000, Vibevej 47,2400 København NV,78,3,12.530288,55.69895184,133.57,3587.61,118.16,505.94,2058.64,Hovedstaden
217,3875000, Kirkebjerg Parkvej 2B,2600 Glostrup,106,4,12.39408408,55.66108372,836.12,1814.87,891.39,701.61,2153.72,Hovedstaden
218,3895000, Esthersvej 45,2900 Hellerup,88,3,12.56553792,55.73243346,316.7,975.97,548.56,258.04,1607.37,Hovedstaden
219,3998000, Skernvej 12,8000 Aarhus C,95,3,10.18925896,56.15778392,281.09,1662.97,1133.78,699.37,5062.88,Midtjylland
220,4145000, Hollændervej 4B,1855 Frederiksberg C,97,4,12.53761323,55.67613487,133.35,2220.23,52.7,339.79,2055.4,Hovedstaden
221,4295000, Niels Hemmingsens Gade 23,1153 København K,99,2,12.57575419,55.68033008,135.77,534.78,538.64,275.43,2669.22,Hovedstaden
222,4395000, Johan Wilmanns Vej 4,2800 Kongens Lyngby,82,3,12.50208911,55.76498698,208.92,1175.76,661.54,526.22,4774.17,Hovedstaden
223,4695000, Plantagevej 86,2610 Rødovre,107,4,12.43787745,55.67804893,710.97,4146.32,1457.61,1218.45,4834.86,Hovedstaden
224,4895000, Øresundsvej 144A,2300 København S,80,2,12.62801251,55.66047641,285.39,4940.55,740.06,535.84,1277.57,Hovedstaden
225,5295000, Julius Posselts Vej 3A,9400 Nørresundby,128,4,9.89978971,57.06557038,699.3,442.29,807.49,802.24,3131.69,Nordjylland
226,5695000, Høje Skodsborgvej 26,2942 Skodsborg,79,3,12.57351439,55.82882974,2870.95,869.36,3163.83,2601.66,14741.08,Hovedstaden
227,6175000, Platanvej 7,1810 Frederiksberg C,92,3,12.5404214,55.67287382,276.63,1998.32,518.91,349.38,3213.49,Hovedstaden
228,6350000, Bryggernes Plads 20,1799 København V,91,3,12.53182772,55.66633791,333.9,1526.26,715.43,389.82,3887.81,Hovedstaden
229,6500000, Richard Boones Vej 6,2450 København SV,103,3,12.54716894,55.64774105,270.59,2955.1,740.85,359.26,6676.56,Hovedstaden
230,6898000, Beddingen 7B,9000 Aalborg,200,4,9.94405905,57.04795036,1102.7,2487.56,1555.09,462.48,2706.79,Nordjylland
231,7195000, Adelgade 1,1304 København K,116,3,12.58221513,55.6825014,20.01,809.88,579.21,91.23,2272.85,Hovedstaden
232,7495000, Markskellet 10,2720 Vanløse,220,6,12.49229167,55.69431655,363.99,5030.4,708.62,176.89,2777.0,Hovedstaden
233,7795000, Lille Strandvej 2A,2900 Hellerup,117,4,12.57579217,55.73440064,287.88,1063.31,538.1,233.17,2596.61,Hovedstaden
234,8495000, Holsedore 18C,5000 Odense C,223,5,10.38546204,55.39341518,522.41,1461.71,587.58,304.03,1833.42,Syddanmark
235,17500000, Livjægergade 21 1 tv ,2100 København Ø,226,6,12.5872678,55.69748434,236.18,958.9,315.16,210.98,2013.97,Hovedstaden
236,17998000, Trangravsvej 57,1436 København K,132,4,12.5972604,55.679223,619.98,2342.99,824.78,380.28,3831.83,Hovedstaden
237,545000, Grønningen 29R ,9800 Hjørring,46,2,10.0078319,57.45027071,695.26,1046.47,1108.43,1021.21,1317.16,Nordjylland
238,550000, Frederikssundsvej 346,2700 Brønshøj,35,1,12.46989281,55.7129811,532.94,7022.25,586.89,112.97,3391.83,Hovedstaden
239,1195000, Floravænget 24,5250 Odense SV,82,3,10.35671027,55.36415332,527.27,1851.55,1125.47,650.28,3290.8,Syddanmark
240,1245000, Dr. Holsts Vej 48,8230 Åbyhøj,47,2,10.14479629,56.1598391,66.88,4790.43,1111.04,1040.99,5398.34,Midtjylland
241,1245000, Grønnegade 14,9000 Aalborg,53,2,9.95094552,57.04363088,569.75,2376.37,1048.74,459.96,3003.54,Nordjylland
242,1295000, Norgesgade 16,9000 Aalborg,55,2,9.94569743,57.04304758,466.28,1942.41,1021.46,370.83,2728.37,Nordjylland
243,1300000, Fredskovhellet 2H,3400 Hillerød,60,1,12.33627431,55.93301287,314.86,2366.6,1442.15,1159.01,1054.2,Hovedstaden
244,1350000, Rugmarken 39,3520 Farum,39,1,12.36320687,55.81860017,806.06,12910.64,1076.86,1257.84,13354.85,Hovedstaden
245,1375000, Agerskovvej 4A,2610 Rødovre,52,1,12.46253784,55.6712822,534.27,3673.33,488.11,351.45,4347.15,Hovedstaden
246,1378000, Engvej 8 1 ,9400 Nørresundby,96,3,9.9274624,57.05731236,346.82,1668.55,585.6,432.78,1548.18,Nordjylland
247,1395000, Østre Alle 38,9000 Aalborg,56,2,9.94605122,57.04236411,469.86,1982.89,1061.94,374.41,2835.55,Nordjylland
248,1425000, Blomstermarken 109,9000 Aalborg,83,3,9.90086654,57.02628743,117.6,2856.64,1299.32,261.43,1861.47,Nordjylland
249,1495000, Munkevænget 18,4180 Sorø,79,2,11.55500371,55.43271858,826.82,2291.18,378.69,1500.25,15114.21,Sjælland
250,1595000, Bådehavnsgade 43 ,2450 København SV,50,1,12.54082238,55.6412639,1373.66,2611.42,1361.3,1272.53,6461.89,Hovedstaden
251,1645000, Østergade 29C,4700 Næstved,100,4,11.76353623,55.22736415,698.73,937.03,351.76,193.75,1600.24,Hovedstaden
252,1748000, Rundhøj Allé 114,8270 Højbjerg,87,3,10.17324158,56.11845492,183.13,1572.53,385.09,559.0,10805.86,Midtjylland
253,1750000, Ryetvej 19,3500 Værløse,63,2,12.36707957,55.78700734,224.64,11001.03,233.35,641.09,10052.75,Hovedstaden
254,1775000, Dronningensgade 51,5000 Odense C,62,3,10.37433817,55.39636764,333.21,1140.84,443.67,431.87,2133.38,Syddanmark
255,1795000, Agerskovvej 4K,2610 Rødovre,70,2,12.46238431,55.67092769,453.16,3794.07,407.0,432.24,4319.16,Hovedstaden
256,1795000, Kochsgade 8,5000 Odense C,75,2,10.39225399,55.40273565,270.93,903.98,593.01,356.9,3668.53,Syddanmark
257,1898000, Silkeborgvej 317,8230 Åbyhøj,61,2,10.15438707,56.15428228,518.66,3786.99,934.6,531.35,6116.29,Midtjylland
258,1945000, Poppel Alle 11,4000 Roskilde,57,2,12.05687011,55.63711329,520.4,2393.7,637.29,506.4,2678.26,Hovedstaden
259,1945000, Usserød Kongevej 35A,2970 Hørsholm,60,2,12.49770935,55.88410861,198.87,2609.97,994.86,418.77,16449.8,Hovedstaden
260,1950000, Egeparken 3,9000 Aalborg,76,2,9.94719083,57.02808948,553.87,3142.31,151.85,449.37,3614.08,Nordjylland
261,1995000, Astersvej 33,4600 Køge,69,2,12.17089953,55.445645,612.91,1875.48,479.09,571.0,4927.36,Hovedstaden
262,1995000, Vejlebrovej 56,2635 Ishøj,74,2,12.36047221,55.61160083,463.56,9352.92,674.4,640.0,9691.33,Hovedstaden
263,1998000, Badevej 20N,6950 Ringkøbing,76,3,8.11147908,56.11926218,5325.3,10106.33,6007.54,389.78,10481.01,Midtjylland
264,2095000, Ejboparken 83B ,4000 Roskilde,75,2,12.06551132,55.62902133,259.64,2799.07,1131.06,887.45,2213.83,Hovedstaden
265,2095000, Astrupvej 78,2700 Brønshøj,56,2,12.49300111,55.70503587,125.48,6226.75,238.39,116.89,3432.65,Hovedstaden
266,2195000, Borgmester Christiansens Gade 4,2450 København SV,49,2,12.52917779,55.6497347,400.31,1001.56,344.88,332.12,5413.92,Hovedstaden
267,2295000, Rytterstaldstræde 3A,4200 Slagelse,136,4,11.35444322,55.40074563,618.83,1330.94,762.6,376.13,1220.79,Sjælland
268,2295000, Maglekæret 22D ,2680 Solrød Strand,82,3,12.2068609,55.52203168,631.05,6174.69,766.51,1760.29,7249.64,Hovedstaden
269,2298000, Norgesgade 18,9000 Aalborg,69,3,9.94581591,57.04298847,456.43,1952.16,1031.21,360.98,2730.92,Nordjylland
270,2395000, Slangerupgade 25B,3400 Hillerød,80,3,12.29641453,55.92961328,484.11,1327.15,369.43,270.88,2880.76,Hovedstaden
271,2395000, Eremitageparken 201,2800 Kongens Lyngby,59,2,12.5343148,55.79293034,472.81,1878.63,1312.15,609.35,7779.86,Hovedstaden
272,2395000, Enggårdsgade 48,9000 Aalborg,118,4,9.91520169,57.02813839,29.08,2198.31,188.42,1180.15,1744.39,Nordjylland
273,2395000, Rådhustorvet 37 ,3660 Stenløse,79,3,12.19642011,55.76773039,390.89,17476.09,542.57,143.5,14172.55,Hovedstaden
274,2495000, Østergade 10,4700 Næstved,129,4,11.76122384,55.2291538,449.99,1396.91,598.42,91.21,1936.52,Hovedstaden
275,2495000, Allehelgensgade 8A,4000 Roskilde,75,2,12.08125709,55.64048611,338.26,1034.23,496.75,266.2,1587.46,Hovedstaden
276,2495000, Enghavevej 13,1674 København V,46,2,12.54631858,55.67083168,302.28,1585.85,455.72,227.69,2953.62,Hovedstaden
277,2495000, Borups Allé 219,2400 København NV,64,3,12.5219231,55.69945846,342.8,4532.48,502.94,224.71,2317.48,Hovedstaden
278,2595000, Falstersgade 46 2 th ,9000 Aalborg,83,3,9.94563392,57.04208552,518.37,1946.8,1025.86,422.82,2799.46,Nordjylland
279,2595000, Fundersvej 6K,7100 Vejle,101,3,9.53715705,55.69567154,1475.66,1858.72,953.68,484.57,2726.78,Midtjylland
280,2598000, Engtoften 8A,8260 Viby J,79,4,10.16648785,56.12299814,782.76,610.24,298.77,296.55,9966.37,Midtjylland
281,2850000, Sallingvej 65,2720 Vanløse,81,3,12.49855921,55.69287705,343.29,5070.81,418.58,257.16,2358.51,Hovedstaden
282,2875000, Rådmand Steins Alle 33,2000 Frederiksberg,71,2,12.49566459,55.67279657,664.81,1977.92,477.81,566.3,3040.67,Hovedstaden
283,2960000, Ryetvej 21,3500 Værløse,96,4,12.36698827,55.7867224,253.71,11014.94,262.42,670.16,10066.66,Hovedstaden
284,2995000, Flakholmen 11,2720 Vanløse,73,3,12.48902074,55.68344362,253.47,3506.63,320.42,514.81,2898.49,Hovedstaden
285,3150000, Byporten 7 ,2970 Hørsholm,87,4,12.49471695,55.88102173,638.76,3044.2,1203.39,538.25,16003.33,Hovedstaden
286,3195000, Serbiensgade 5 3 th ,2300 København S,57,2,12.61450593,55.66485021,129.3,3890.67,123.77,446.48,1472.51,Hovedstaden
287,3195000, Kildevældets Alle 4,2600 Glostrup,95,3,12.39314472,55.66404038,59.99,412.57,170.92,427.34,1598.08,Hovedstaden
288,3199000, Søndergade 20A ,8300 Odder,195,6,10.25361306,55.91384581,142.06,27382.79,389.29,164.22,26395.52,Midtjylland
289,3249000, Hvidovrevej 346,2650 Hvidovre,75,3,12.47938892,55.6367191,224.3,4062.32,910.29,152.16,2559.78,Hovedstaden
290,3290000, Poppelgade 1,2200 København N,45,2,12.55913796,55.69192422,121.12,1581.88,133.33,173.16,1083.8,Hovedstaden
291,3395000, Hauser Plads 26,1127 København K,49,2,12.57567635,55.68311045,98.42,323.59,498.39,195.84,2190.73,Hovedstaden
292,3495000, Danmarksgade 53 3 tv ,9000 Aalborg,121,4,9.92608127,57.04537292,235.6,784.48,1016.43,147.36,1223.94,Nordjylland
293,3495000, Ved Linden 3,2300 København S,70,2,12.59583009,55.66754399,252.95,2440.27,652.8,317.75,2575.35,Hovedstaden
294,3495000, Harsdorffsvej 4B,1874 Frederiksberg C,54,2,12.54650398,55.67930846,232.76,1986.49,271.77,259.84,2116.96,Hovedstaden
295,3495000, Hjortespringvej 44,2730 Herlev,79,2,12.43715373,55.72983223,256.91,8297.76,1078.51,535.15,1256.4,Hovedstaden
296,3495000, Amalievej 21,1875 Frederiksberg C,62,2,12.5467947,55.6787637,110.55,1929.21,428.98,135.56,2273.38,Hovedstaden
297,3495000, Frue Kirke Stræde 3,4000 Roskilde,75,3,12.08318855,55.63987875,415.74,938.41,492.23,334.32,1491.74,Hovedstaden
298,3898000, Jerichausgade 11,8000 Aarhus C,77,3,10.19586738,56.15457525,813.72,1531.6,961.19,526.19,6147.11,Midtjylland
299,3950000, Steen Billes Gade 7 st ,8200 Aarhus N,112,4,10.21517975,56.17398867,119.48,3306.99,557.8,197.84,4626.51,Midtjylland
300,3995000, Frederiks Allé 102,8000 Aarhus C,80,3,10.19633252,56.14817759,303.57,706.22,553.2,129.15,6341.72,Midtjylland
301,3995000, Strandboulevarden 119,2100 København Ø,68,3,12.58406104,55.70899076,176.64,2641.43,414.03,391.61,2651.27,Hovedstaden
302,3995000, Ericavej 165,2820 Gentofte,123,5,12.50654231,55.74578387,297.86,3260.13,738.51,423.49,3019.96,Hovedstaden
303,3995000, Bryggervangen 34,2100 København Ø,77,3,12.56552191,55.7110972,329.6,2956.46,476.75,224.25,2175.72,Hovedstaden
304,3995000, Fiskedamsgade 18,2100 København Ø,54,2,12.58770286,55.69986541,164.54,1106.58,97.94,432.96,2096.95,Hovedstaden
305,3995000, H. Schneekloths Vej 13,2000 Frederiksberg,75,3,12.5069273,55.67992788,607.53,2387.6,463.89,279.62,1979.1,Hovedstaden
306,4195000, Munkensvej 11,2000 Frederiksberg,78,3,12.53448274,55.69414154,504.82,3353.08,721.03,228.96,1522.21,Hovedstaden
307,4495000, Søndre Fasanvej 56,2000 Frederiksberg,84,3,12.51723869,55.67049008,553.58,859.83,916.75,373.33,2036.58,Hovedstaden
308,4495000, Bernhard Bangs Alle 1,2000 Frederiksberg,91,3,12.51227429,55.68415311,271.7,2817.95,504.45,590.64,951.5,Hovedstaden
309,4495000, Bratskovvej 1A,2720 Vanløse,83,4,12.48782432,55.68851684,320.32,3887.13,450.86,186.32,2815.78,Hovedstaden
310,4750000, Ingerslevs Plads 1B,8000 Aarhus C,87,3,10.1999325,56.14485849,237.55,955.81,151.59,236.88,7378.11,Midtjylland
311,4750000, Strandparken 35,8000 Aarhus C,102,4,10.20723928,56.14330472,717.58,1178.14,421.03,524.61,7199.63,Midtjylland
312,4995000, Ole Suhrs Gade 19,1354 København K,73,3,12.57129995,55.6895084,314.84,1013.3,410.72,242.98,1072.85,Hovedstaden
313,4998000, Ceres Allé 7,8000 Aarhus C,110,4,10.19121785,56.15459149,502.27,2101.45,1262.75,700.0,5856.26,Midtjylland
314,5248000, Teglholmsgade 6E,2450 København SV,102,3,12.54494912,55.65252182,514.5,2178.5,633.04,635.49,5432.56,Hovedstaden
315,5250000, Silkeborggade 49,2100 København Ø,83,3,12.58429293,55.70777809,185.17,2096.43,457.35,210.89,2349.7,Hovedstaden
316,5495000, Strandbjerg 4C,2960 Rungsted Kyst,114,3,12.53598938,55.89205892,1705.39,2257.83,1404.69,1681.79,18072.81,Hovedstaden
317,5595000, Eskildsgade 62,1657 København V,96,4,12.55692164,55.66918558,249.74,1180.18,198.47,125.7,3591.85,Hovedstaden
318,5995000, Henrik Ibsens Vej 9,1813 Frederiksberg C,87,4,12.53904144,55.67291779,397.58,2047.37,381.85,219.22,2452.94,Hovedstaden
319,5995000, Århusgade 140,2150 Nordhavn,96,3,12.59589417,55.70763799,191.16,2249.08,1100.41,172.18,3153.52,Hovedstaden
320,5998000, Sjællandsgade 112,8000 Aarhus C,129,6,10.20379211,56.16377131,326.8,2462.35,225.46,37.67,4772.17,Midtjylland
321,6395000, Thad Jones Vej 14,2450 København SV,101,3,12.54750816,55.64727053,239.39,2862.09,683.34,266.25,6619.05,Hovedstaden
322,6750000, Åbenrå 35,1124 København K,101,4,12.57477473,55.68359649,125.37,281.98,454.38,175.95,2065.92,Hovedstaden
323,6845000, Halls Alle 12,1802 Frederiksberg C,95,4,12.53281708,55.66961087,130.95,1552.76,425.52,209.07,2798.61,Hovedstaden
324,8695000, Vestergade 56D,8000 Aarhus C,144,3,10.20104594,56.15804733,752.69,1158.43,566.32,168.61,5265.03,Midtjylland
325,8850000, Classensgade 17A,2100 København Ø,136,4,12.58247857,55.69723264,487.31,1083.38,564.2,256.05,1715.95,Hovedstaden
326,8995000, Havneholmen 82 4 th ,1561 København V,80,2,12.5640855,55.66107125,766.64,1886.47,1024.11,478.53,5284.34,Hovedstaden
327,595000, Grøfthøjparken 151,8260 Viby J,33,1,10.13667983,56.12383761,229.74,3315.37,1241.41,463.25,11248.7,Midtjylland
328,995000, Stranden 70,9560 Hadsund,66,4,10.12543124,56.71839347,1405.77,20428.84,874.06,790.78,26433.52,Nordjylland
329,1095000, Odinsvej 10,4700 Næstved,72,2,11.77063108,55.22614371,1075.44,1504.94,384.47,795.66,1969.95,Hovedstaden
330,1198000, Strubjerg 128,9400 Nørresundby,82,2,9.92306899,57.07268863,231.42,1824.69,1264.5,427.31,4210.9,Nordjylland
331,1248000, Ingemanns Alle 175B,6700 Esbjerg,72,2,8.47338897,55.47291374,605.03,1106.76,703.63,313.67,1425.44,Syddanmark
332,1375000, Lollandsgade 9,9000 Aalborg,61,2,9.94312224,57.04261322,512.78,1717.42,796.47,372.41,2731.48,Nordjylland
333,1399000, Lotusvej 18,5250 Odense SV,91,4,10.34795405,55.36353431,730.09,2684.54,1236.06,546.36,3486.35,Syddanmark
334,1445000, Istedgade 33,9000 Aalborg,50,2,9.90315324,57.05078512,248.9,671.85,468.81,401.25,670.95,Nordjylland
335,1695000, Breslaugade 10,2300 København S,38,1,12.61862649,55.66389662,144.61,4282.6,481.73,378.34,1476.54,Hovedstaden
336,1698000, Danmarksgade 10,6700 Esbjerg,93,4,8.45598478,55.46715911,348.59,374.21,370.91,371.59,851.57,Syddanmark
337,1750000, Ellebækvej 60,2820 Gentofte,47,2,12.52505397,55.74077143,431.2,3164.87,731.75,650.1,1660.0,Hovedstaden
338,1795000, Stjernepladsen 9 ,9000 Aalborg,47,2,9.9372534,57.04857363,849.93,1750.54,1334.89,351.69,2056.1,Nordjylland
339,1795000, Københavnsvej 6D,3400 Hillerød,56,2,12.3113173,55.93381614,516.58,942.82,645.36,660.44,1148.72,Hovedstaden
340,1849000, Vejlebrovej 81,2635 Ishøj,66,2,12.3651526,55.61766195,154.39,8690.02,394.76,859.78,9028.53,Hovedstaden
341,1895000, Sthensvej 7A,2630 Taastrup,54,1,12.29921019,55.65586462,347.97,2905.9,488.63,491.21,7219.55,Hovedstaden
342,1995000, Lyngborghave 4B,3460 Birkerød,72,3,12.41267869,55.83842474,333.77,10010.59,481.21,1422.98,14426.31,Hovedstaden
343,2195000, Borgergade 23A,8700 Horsens,134,5,9.85544323,55.86147896,382.05,1498.11,382.05,156.8,1568.19,Midtjylland
344,2195000, Ulrikkenborg Alle 31,2800 Kongens Lyngby,44,1,12.50173793,55.76490168,202.86,1169.7,655.48,520.16,4791.01,Hovedstaden
345,2295000, Bistrup Park 20 ,3460 Birkerød,73,3,12.42775138,55.83029854,467.81,8772.04,377.04,645.05,15252.12,Hovedstaden
346,2445000, Vordingborggade 90,2100 København Ø,50,2,12.58782633,55.70830422,142.95,2310.88,653.62,328.4,2583.46,Hovedstaden
347,2498000, Valdemarsgade 52,8000 Aarhus C,47,2,10.19628677,56.14977744,641.36,637.21,757.09,356.45,6296.61,Midtjylland
348,2595000, Lyngbyvej 32C,2100 København Ø,64,1,12.56233825,55.70943729,153.87,2956.63,598.61,79.58,2038.09,Hovedstaden
349,2695000, Ålandsgade 5,2300 København S,50,2,12.60478015,55.66431921,143.45,3123.85,152.97,327.45,1759.59,Hovedstaden
350,2995000, Kantorparken 16,8240 Risskov,116,4,10.20977942,56.19705783,637.76,6460.43,1033.77,586.62,3117.74,Midtjylland
351,3100000, Mariane Thomsens Gade 39,8000 Aarhus C,78,2,10.23061562,56.16513605,1687.52,2941.92,2040.86,1405.22,6588.73,Midtjylland
352,3198000, Nygårdsvej 88,6700 Esbjerg,101,4,8.44726337,55.47052403,394.39,1003.25,368.31,414.25,984.91,Syddanmark
353,3295000, Overgaden Oven Vandet 76,1415 København K,56,2,12.59646177,55.67489718,301.85,2629.95,98.29,224.62,3433.54,Hovedstaden
354,3395000, Christian 8.s Vej 28,8600 Silkeborg,117,4,9.55219384,56.16779411,416.45,1190.36,599.28,219.64,796.19,Midtjylland
355,3495000, Munkensvej 2,2000 Frederiksberg,67,2,12.53428757,55.69346308,454.0,3279.37,647.22,168.08,1448.39,Hovedstaden
356,3595000, Matthæusgade 46B,1666 København V,54,2,12.54739377,55.66980754,149.03,1676.53,197.56,90.26,3181.73,Hovedstaden
357,3595000, Poppellunden 8,4000 Roskilde,92,3,12.13596236,55.64937214,615.79,413.8,769.28,271.17,4631.46,Hovedstaden
358,3650000, Jyllingevej 4,2720 Vanløse,93,4,12.49323605,55.69383028,268.63,4573.34,615.51,63.79,2744.2,Hovedstaden
359,3995000, Kongelysvej 12,2820 Gentofte,93,4,12.53625672,55.7385922,829.98,2380.03,571.74,941.63,804.85,Hovedstaden
360,3995000, Ved Bommen 45 ,2820 Gentofte,111,3,12.51877691,55.74945764,401.56,2110.11,662.1,161.48,2600.24,Hovedstaden
361,3995000, Dronningens Tværgade 32,1302 København K,58,2,12.58524553,55.68437441,350.04,1193.22,370.04,158.57,2111.18,Hovedstaden
362,4195000, Carit Etlars Vej 4B,1814 Frederiksberg C,71,2,12.54113382,55.67316858,228.7,1865.29,595.69,355.05,2526.23,Hovedstaden
363,4195000, Edvard Thomsens Vej 23,2300 København S,97,4,12.57458163,55.63312676,141.77,829.27,585.69,216.57,4860.96,Hovedstaden
364,4500000, Præstøgade 16,2100 København Ø,73,3,12.58899886,55.7005258,107.62,1200.63,257.22,553.79,2302.37,Hovedstaden
365,4995000, Sølystgade 44,8000 Aarhus C,110,4,10.20451168,56.16199866,243.59,1892.8,207.61,313.82,4967.92,Midtjylland
