,new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
182,182, 2.995.000, Poppel Alle 11,4000 Roskilde,57,2,12.05687011,55.63711329,520.4,2393.7,637.29,506.4,2678.26,Hovedstaden
183,183, 2.995.000, Usserød Kongevej 35A,2970 Hørsholm,60,2,12.49770935,55.88410861,198.87,2609.97,994.86,418.77,16449.8,Hovedstaden
184,184, 2.995.000, Egeparken 3,9000 Aalborg,76,2,9.94719083,57.02808948,553.87,3142.31,151.85,449.37,3614.08,Nordjylland
185,185, 2.995.000, Astersvej 33,4600 Køge,69,2,12.17089953,55.445645,612.91,1875.48,479.09,571.0,4927.36,Hovedstaden
186,186, 3.195.000, Vejlebrovej 56,2635 Ishøj,74,2,12.36047221,55.61160083,463.56,9352.92,674.4,640.0,9691.33,Hovedstaden
187,187, 3.195.000, Badevej 20N,6950 Ringkøbing,76,3,8.11147908,56.11926218,5325.3,10106.33,6007.54,389.78,10481.01,Midtjylland
188,188, 3.495.000, Ejboparken 83B ,4000 Roskilde,75,2,12.06551132,55.62902133,259.64,2799.07,1131.06,887.45,2213.83,Hovedstaden
189,189, 3.495.000, Astrupvej 78,2700 Brønshøj,56,2,12.49300111,55.70503587,125.48,6226.75,238.39,116.89,3432.65,Hovedstaden
190,190, 3.695.000, Borgmester Christiansens Gade 4,2450 København SV,49,2,12.52917779,55.6497347,400.31,1001.56,344.88,332.12,5413.92,Hovedstaden
191,191, 3.750.000, Rytterstaldstræde 3A,4200 Slagelse,136,4,11.35444322,55.40074563,618.83,1330.94,762.6,376.13,1220.79,Sjælland
192,192, 3.795.000, Maglekæret 22D ,2680 Solrød Strand,82,3,12.2068609,55.52203168,631.05,6174.69,766.51,1760.29,7249.64,Hovedstaden
193,193, 3.795.000, Norgesgade 18,9000 Aalborg,69,3,9.94581591,57.04298847,456.43,1952.16,1031.21,360.98,2730.92,Nordjylland
194,194, 3.875.000, Slangerupgade 25B,3400 Hillerød,80,3,12.29641453,55.92961328,484.11,1327.15,369.43,270.88,2880.76,Hovedstaden
195,195, 3.895.000, Eremitageparken 201,2800 Kongens Lyngby,59,2,12.5343148,55.79293034,472.81,1878.63,1312.15,609.35,7779.86,Hovedstaden
196,196, 3.998.000, Enggårdsgade 48,9000 Aalborg,118,4,9.91520169,57.02813839,29.08,2198.31,188.42,1180.15,1744.39,Nordjylland
197,197, 4.145.000, Rådhustorvet 37 ,3660 Stenløse,79,3,12.19642011,55.76773039,390.89,17476.09,542.57,143.5,14172.55,Hovedstaden
198,198, 4.295.000, Østergade 10,4700 Næstved,129,4,11.76122384,55.2291538,449.99,1396.91,598.42,91.21,1936.52,Hovedstaden
199,199, 4.395.000, Allehelgensgade 8A,4000 Roskilde,75,2,12.08125709,55.64048611,338.26,1034.23,496.75,266.2,1587.46,Hovedstaden
200,200, 4.695.000, Enghavevej 13,1674 København V,46,2,12.54631858,55.67083168,302.28,1585.85,455.72,227.69,2953.62,Hovedstaden
201,201, 4.895.000, Borups Allé 219,2400 København NV,64,3,12.5219231,55.69945846,342.8,4532.48,502.94,224.71,2317.48,Hovedstaden
202,202, 5.295.000, Falstersgade 46 2 th ,9000 Aalborg,83,3,9.94563392,57.04208552,518.37,1946.8,1025.86,422.82,2799.46,Nordjylland
203,203, 5.695.000, Fundersvej 6K,7100 Vejle,101,3,9.53715705,55.69567154,1475.66,1858.72,953.68,484.57,2726.78,Midtjylland
204,204, 6.175.000, Engtoften 8A,8260 Viby J,79,4,10.16648785,56.12299814,782.76,610.24,298.77,296.55,9966.37,Midtjylland
205,205, 6.350.000, Nordre Fasanvej 95A,2000 Frederiksberg,52,2,12.52780765,55.68879821,149.92,3008.29,625.16,175.42,745.94,Hovedstaden
206,206, 6.500.000, Sallingvej 65,2720 Vanløse,81,3,12.49855921,55.69287705,343.29,5070.81,418.58,257.16,2358.51,Hovedstaden
207,207, 6.898.000, Rådmand Steins Alle 33,2000 Frederiksberg,71,2,12.49566459,55.67279657,664.81,1977.92,477.81,566.3,3040.67,Hovedstaden
208,208, 7.195.000, Ryetvej 21,3500 Værløse,96,4,12.36698827,55.7867224,253.71,11014.94,262.42,670.16,10066.66,Hovedstaden
209,209, 7.495.000, Flakholmen 11,2720 Vanløse,73,3,12.48902074,55.68344362,253.47,3506.63,320.42,514.81,2898.49,Hovedstaden
210,210, 7.795.000, Byporten 7 ,2970 Hørsholm,87,4,12.49471695,55.88102173,638.76,3044.2,1203.39,538.25,16003.33,Hovedstaden
211,211, 8.495.000, Serbiensgade 5 3 th ,2300 København S,57,2,12.61450593,55.66485021,129.3,3890.67,123.77,446.48,1472.51,Hovedstaden
212,212, 17.500.000, Kildevældets Alle 4,2600 Glostrup,95,3,12.39314472,55.66404038,59.99,412.57,170.92,427.34,1598.08,Hovedstaden
213,213, 17.998.000, Søndergade 20A ,8300 Odder,195,6,10.25361306,55.91384581,142.06,27382.79,389.29,164.22,26395.52,Midtjylland
214,214, 545.000, Hvidovrevej 346,2650 Hvidovre,75,3,12.47938892,55.6367191,224.3,4062.32,910.29,152.16,2559.78,Hovedstaden
215,215, 550.000, Poppelgade 1,2200 København N,45,2,12.55913796,55.69192422,121.12,1581.88,133.33,173.16,1083.8,Hovedstaden
216,216, 1.195.000, Hauser Plads 26,1127 København K,49,2,12.57567635,55.68311045,98.42,323.59,498.39,195.84,2190.73,Hovedstaden
217,217, 1.245.000, Danmarksgade 53 3 tv ,9000 Aalborg,121,4,9.92608127,57.04537292,235.6,784.48,1016.43,147.36,1223.94,Nordjylland
218,218, 1.245.000, Ved Linden 3,2300 København S,70,2,12.59583009,55.66754399,252.95,2440.27,652.8,317.75,2575.35,Hovedstaden
219,219, 1.295.000, Harsdorffsvej 4B,1874 Frederiksberg C,54,2,12.54650398,55.67930846,232.76,1986.49,271.77,259.84,2116.96,Hovedstaden
220,220, 1.300.000, Hjortespringvej 44,2730 Herlev,79,2,12.43715373,55.72983223,256.91,8297.76,1078.51,535.15,1256.4,Hovedstaden
221,221, 1.350.000, Amalievej 21,1875 Frederiksberg C,62,2,12.5467947,55.6787637,110.55,1929.21,428.98,135.56,2273.38,Hovedstaden
222,222, 1.375.000, Frue Kirke Stræde 3,4000 Roskilde,75,3,12.08318855,55.63987875,415.74,938.41,492.23,334.32,1491.74,Hovedstaden
223,223, 1.378.000, Jerichausgade 11,8000 Aarhus C,77,3,10.19586738,56.15457525,813.72,1531.6,961.19,526.19,6147.11,Midtjylland
224,224, 1.395.000, Steen Billes Gade 7 st ,8200 Aarhus N,112,4,10.21517975,56.17398867,119.48,3306.99,557.8,197.84,4626.51,Midtjylland
225,225, 1.425.000, Frederiks Allé 102,8000 Aarhus C,80,3,10.19633252,56.14817759,303.57,706.22,553.2,129.15,6341.72,Midtjylland
226,226, 1.495.000, Strandboulevarden 119,2100 København Ø,68,3,12.58406104,55.70899076,176.64,2641.43,414.03,391.61,2651.27,Hovedstaden
227,227, 1.595.000, Ericavej 165,2820 Gentofte,123,5,12.50654231,55.74578387,297.86,3260.13,738.51,423.49,3019.96,Hovedstaden
228,228, 1.645.000, Bryggervangen 34,2100 København Ø,77,3,12.56552191,55.7110972,329.6,2956.46,476.75,224.25,2175.72,Hovedstaden
229,229, 1.748.000, Fiskedamsgade 18,2100 København Ø,54,2,12.58770286,55.69986541,164.54,1106.58,97.94,432.96,2096.95,Hovedstaden
230,230, 1.750.000, H. Schneekloths Vej 13,2000 Frederiksberg,75,3,12.5069273,55.67992788,607.53,2387.6,463.89,279.62,1979.1,Hovedstaden
231,231, 1.775.000, Munkensvej 11,2000 Frederiksberg,78,3,12.53448274,55.69414154,504.82,3353.08,721.03,228.96,1522.21,Hovedstaden
232,232, 1.795.000, Søndre Fasanvej 56,2000 Frederiksberg,84,3,12.51723869,55.67049008,553.58,859.83,916.75,373.33,2036.58,Hovedstaden
233,233, 1.795.000, Bernhard Bangs Alle 1,2000 Frederiksberg,91,3,12.51227429,55.68415311,271.7,2817.95,504.45,590.64,951.5,Hovedstaden
234,234, 1.898.000, Bratskovvej 1A,2720 Vanløse,83,4,12.48782432,55.68851684,320.32,3887.13,450.86,186.32,2815.78,Hovedstaden
235,235, 1.900.000, Ingerslevs Plads 1B,8000 Aarhus C,87,3,10.1999325,56.14485849,237.55,955.81,151.59,236.88,7378.11,Midtjylland
236,236, 1.945.000, Strandparken 35,8000 Aarhus C,102,4,10.20723928,56.14330472,717.58,1178.14,421.03,524.61,7199.63,Midtjylland
237,237, 1.945.000, Ole Suhrs Gade 19,1354 København K,73,3,12.57129995,55.6895084,314.84,1013.3,410.72,242.98,1072.85,Hovedstaden
238,238, 1.950.000, Ceres Allé 7,8000 Aarhus C,110,4,10.19121785,56.15459149,502.27,2101.45,1262.75,700.0,5856.26,Midtjylland
239,239, 1.995.000, Teglholmsgade 6E,2450 København SV,102,3,12.54494912,55.65252182,514.5,2178.5,633.04,635.49,5432.56,Hovedstaden
240,240, 1.995.000, Silkeborggade 49,2100 København Ø,83,3,12.58429293,55.70777809,185.17,2096.43,457.35,210.89,2349.7,Hovedstaden
241,241, 1.998.000, Strandbjerg 4C,2960 Rungsted Kyst,114,3,12.53598938,55.89205892,1705.39,2257.83,1404.69,1681.79,18072.81,Hovedstaden
242,242, 2.095.000, Eskildsgade 62,1657 København V,96,4,12.55692164,55.66918558,249.74,1180.18,198.47,125.7,3591.85,Hovedstaden
243,243, 2.095.000, Henrik Ibsens Vej 9,1813 Frederiksberg C,87,4,12.53904144,55.67291779,397.58,2047.37,381.85,219.22,2452.94,Hovedstaden
244,244, 2.195.000, Århusgade 140,2150 Nordhavn,96,3,12.59589417,55.70763799,191.16,2249.08,1100.41,172.18,3153.52,Hovedstaden
245,245, 2.295.000, Sjællandsgade 112,8000 Aarhus C,129,6,10.20379211,56.16377131,326.8,2462.35,225.46,37.67,4772.17,Midtjylland
246,246, 2.295.000, Thad Jones Vej 14,2450 København SV,101,3,12.54750816,55.64727053,239.39,2862.09,683.34,266.25,6619.05,Hovedstaden
247,247, 2.298.000, Åbenrå 35,1124 København K,101,4,12.57477473,55.68359649,125.37,281.98,454.38,175.95,2065.92,Hovedstaden
248,248, 2.395.000, Halls Alle 12,1802 Frederiksberg C,95,4,12.53281708,55.66961087,130.95,1552.76,425.52,209.07,2798.61,Hovedstaden
249,249, 2.395.000, Vestergade 56D,8000 Aarhus C,144,3,10.20104594,56.15804733,752.69,1158.43,566.32,168.61,5265.03,Midtjylland
250,250, 2.395.000, Classensgade 17A,2100 København Ø,136,4,12.58247857,55.69723264,487.31,1083.38,564.2,256.05,1715.95,Hovedstaden
251,251, 2.395.000, Havneholmen 82 4 th ,1561 København V,80,2,12.5640855,55.66107125,766.64,1886.47,1024.11,478.53,5284.34,Hovedstaden
252,252, 2.495.000, Grøfthøjparken 151,8260 Viby J,33,1,10.13667983,56.12383761,229.74,3315.37,1241.41,463.25,11248.7,Midtjylland
253,253, 2.495.000, Stranden 70,9560 Hadsund,66,4,10.12543124,56.71839347,1405.77,20428.84,874.06,790.78,26433.52,Nordjylland
254,254, 2.495.000, Odinsvej 10,4700 Næstved,72,2,11.77063108,55.22614371,1075.44,1504.94,384.47,795.66,1969.95,Hovedstaden
255,255, 2.495.000, Strubjerg 128,9400 Nørresundby,82,2,9.92306899,57.07268863,231.42,1824.69,1264.5,427.31,4210.9,Nordjylland
256,256, 2.595.000, Ingemanns Alle 175B,6700 Esbjerg,72,2,8.47338897,55.47291374,605.03,1106.76,703.63,313.67,1425.44,Syddanmark
257,257, 2.595.000, Lollandsgade 9,9000 Aalborg,61,2,9.94312224,57.04261322,512.78,1717.42,796.47,372.41,2731.48,Nordjylland
258,258, 2.598.000, Lotusvej 18,5250 Odense SV,91,4,10.34795405,55.36353431,730.09,2684.54,1236.06,546.36,3486.35,Syddanmark
259,259, 2.795.000, Istedgade 33,9000 Aalborg,50,2,9.90315324,57.05078512,248.9,671.85,468.81,401.25,670.95,Nordjylland
260,260, 2.850.000, Breslaugade 10,2300 København S,38,1,12.61862649,55.66389662,144.61,4282.6,481.73,378.34,1476.54,Hovedstaden
261,261, 2.875.000, Danmarksgade 10,6700 Esbjerg,93,4,8.45598478,55.46715911,348.59,374.21,370.91,371.59,851.57,Syddanmark
262,262, 2.960.000, Ellebækvej 60,2820 Gentofte,47,2,12.52505397,55.74077143,431.2,3164.87,731.75,650.1,1660.0,Hovedstaden
263,263, 2.995.000, Stjernepladsen 9 ,9000 Aalborg,47,2,9.9372534,57.04857363,849.93,1750.54,1334.89,351.69,2056.1,Nordjylland
264,264, 3.150.000, Københavnsvej 6D,3400 Hillerød,56,2,12.3113173,55.93381614,516.58,942.82,645.36,660.44,1148.72,Hovedstaden
265,265, 3.195.000, Vejlebrovej 81,2635 Ishøj,66,2,12.3651526,55.61766195,154.39,8690.02,394.76,859.78,9028.53,Hovedstaden
266,266, 3.195.000, Engtoftevej 27C,9000 Aalborg,60,2,9.89404078,57.05377544,474.94,1210.21,478.29,426.69,1682.35,Nordjylland
267,267, 3.199.000, Sthensvej 7A,2630 Taastrup,54,1,12.29921019,55.65586462,347.97,2905.9,488.63,491.21,7219.55,Hovedstaden
268,268, 3.249.000, Hjelmensgade 22,8000 Aarhus C,66,2,10.20900521,56.1623187,246.36,2182.26,73.65,408.37,5564.17,Midtjylland
269,269, 3.290.000, Lyngborghave 4B,3460 Birkerød,72,3,12.41267869,55.83842474,333.77,10010.59,481.21,1422.98,14426.31,Hovedstaden
270,270, 3.395.000, Borgergade 23A,8700 Horsens,134,5,9.85544323,55.86147896,382.05,1498.11,382.05,156.8,1568.19,Midtjylland
271,271, 3.495.000, Ulrikkenborg Alle 31,2800 Kongens Lyngby,44,1,12.50173793,55.76490168,202.86,1169.7,655.48,520.16,4791.01,Hovedstaden
272,272, 3.495.000, Bistrup Park 20 ,3460 Birkerød,73,3,12.42775138,55.83029854,467.81,8772.04,377.04,645.05,15252.12,Hovedstaden
273,273, 3.495.000, Vordingborggade 90,2100 København Ø,50,2,12.58782633,55.70830422,142.95,2310.88,653.62,328.4,2583.46,Hovedstaden
274,274, 3.495.000, Valdemarsgade 52,8000 Aarhus C,47,2,10.19628677,56.14977744,641.36,637.21,757.09,356.45,6296.61,Midtjylland
275,275, 3.495.000, Lyngbyvej 32C,2100 København Ø,64,1,12.56233825,55.70943729,153.87,2956.63,598.61,79.58,2038.09,Hovedstaden
276,276, 3.495.000, Ålandsgade 5,2300 København S,50,2,12.60478015,55.66431921,143.45,3123.85,152.97,327.45,1759.59,Hovedstaden
277,277, 3.898.000, Kantorparken 16,8240 Risskov,116,4,10.20977942,56.19705783,637.76,6460.43,1033.77,586.62,3117.74,Midtjylland
278,278, 3.950.000, Mariane Thomsens Gade 39,8000 Aarhus C,78,2,10.23061562,56.16513605,1687.52,2941.92,2040.86,1405.22,6588.73,Midtjylland
279,279, 3.995.000, Nygårdsvej 88,6700 Esbjerg,101,4,8.44726337,55.47052403,394.39,1003.25,368.31,414.25,984.91,Syddanmark
280,280, 3.995.000, Overgaden Oven Vandet 76,1415 København K,56,2,12.59646177,55.67489718,301.85,2629.95,98.29,224.62,3433.54,Hovedstaden
281,281, 3.995.000, Christian 8.s Vej 28,8600 Silkeborg,117,4,9.55219384,56.16779411,416.45,1190.36,599.28,219.64,796.19,Midtjylland
282,282, 3.995.000, Munkensvej 2,2000 Frederiksberg,67,2,12.53428757,55.69346308,454.0,3279.37,647.22,168.08,1448.39,Hovedstaden
283,283, 3.995.000, Matthæusgade 46B,1666 København V,54,2,12.54739377,55.66980754,149.03,1676.53,197.56,90.26,3181.73,Hovedstaden
284,284, 3.995.000, Poppellunden 8,4000 Roskilde,92,3,12.13596236,55.64937214,615.79,413.8,769.28,271.17,4631.46,Hovedstaden
285,285, 4.195.000, Jyllingevej 4,2720 Vanløse,93,4,12.49323605,55.69383028,268.63,4573.34,615.51,63.79,2744.2,Hovedstaden
286,286, 4.495.000, Kongelysvej 12,2820 Gentofte,93,4,12.53625672,55.7385922,829.98,2380.03,571.74,941.63,804.85,Hovedstaden
287,287, 4.495.000, Ved Bommen 45 ,2820 Gentofte,111,3,12.51877691,55.74945764,401.56,2110.11,662.1,161.48,2600.24,Hovedstaden
288,288, 4.495.000, Dronningens Tværgade 32,1302 København K,58,2,12.58524553,55.68437441,350.04,1193.22,370.04,158.57,2111.18,Hovedstaden
289,289, 4.750.000, Carit Etlars Vej 4B,1814 Frederiksberg C,71,2,12.54113382,55.67316858,228.7,1865.29,595.69,355.05,2526.23,Hovedstaden
290,290, 4.750.000, Edvard Thomsens Vej 23,2300 København S,97,4,12.57458163,55.63312676,141.77,829.27,585.69,216.57,4860.96,Hovedstaden
291,291, 4.995.000, Præstøgade 16,2100 København Ø,73,3,12.58899886,55.7005258,107.62,1200.63,257.22,553.79,2302.37,Hovedstaden
292,292, 4.998.000, Sølystgade 44,8000 Aarhus C,110,4,10.20451168,56.16199866,243.59,1892.8,207.61,313.82,4967.92,Midtjylland
293,293, 5.248.000, Øresundsvej 144F,2300 København S,94,3,12.62854034,55.66075518,288.26,4848.4,742.93,538.71,1735.45,Hovedstaden
294,294, 5.250.000, Strandpromenaden 3D,3000 Helsingør,147,4,12.61224215,56.04078708,534.88,252.06,750.63,738.07,1153.32,Hovedstaden
295,295, 5.495.000, Monica Zetterlunds Vej 27,2450 København SV,99,4,12.54818468,55.64645313,177.17,2794.88,660.03,237.94,6591.31,Hovedstaden
296,296, 5.595.000, Dronning Olgas Vej 47,2000 Frederiksberg,124,4,12.53421911,55.68900556,138.8,3120.78,674.63,362.39,1252.61,Hovedstaden
297,297, 5.995.000, Adelgade 44A,8660 Skanderborg,202,5,9.93370796,56.03160959,639.74,1758.05,868.04,271.3,736.19,Midtjylland
298,298, 5.995.000, Dampfærgevej 24B 3 th ,2100 København Ø,118,2,12.59543069,55.69932459,646.99,1158.24,1021.03,185.54,3217.48,Hovedstaden
299,299, 5.998.000, Sundkaj 13 ,2150 Nordhavn,161,5,12.59528622,55.71068497,450.99,2457.25,709.74,426.63,3116.75,Hovedstaden
300,300, 6.395.000, Frederiksvej 3,2000 Frederiksberg,195,6,12.51884707,55.6750854,316.73,1436.1,420.12,808.68,1540.05,Hovedstaden
301,301, 6.750.000, Grønningen 29E ,9800 Hjørring,73,2,10.00785731,57.4499825,597.1,1205.12,1267.08,926.55,1475.8,Nordjylland
302,302, 6.845.000, Højagerparken 19,2750 Ballerup,46,1,12.3610787,55.73442625,655.88,11629.41,1015.3,444.07,6809.05,Hovedstaden
303,303, 8.695.000, Vesterbro 45 3 tv ,9000 Aalborg,67,2,9.91312749,57.04618215,530.37,615.01,695.17,446.17,564.35,Nordjylland
304,304, 8.850.000, Roskildevænget 6,4000 Roskilde,71,3,12.09234405,55.62737998,396.34,2341.12,638.82,166.84,1251.28,Hovedstaden
305,305, 8.995.000, Buegården 5,2880 Bagsværd,60,2,12.45775686,55.76041365,713.79,4534.94,583.89,172.11,4617.17,Hovedstaden
306,306, 595.000, Skjoldagervej 72,2820 Gentofte,57,2,12.52894868,55.76090743,615.54,872.05,1281.32,267.41,4786.68,Hovedstaden
307,307, 995.000, Ewaldsensvej 12,2000 Frederiksberg,66,2,12.50837483,55.68119789,395.23,2494.7,113.04,151.85,1529.36,Hovedstaden
308,308, 1.095.000, Burmeistersgade 19,1429 København K,51,2,12.59876353,55.67582936,176.87,2440.53,301.67,181.9,3541.62,Hovedstaden
309,309, 1.198.000, C.F. Møllers Allé 58,2300 København S,93,3,12.5787687,55.6343303,286.98,938.08,574.8,309.07,4652.94,Hovedstaden
310,310, 1.248.000, Ben Websters Vej 106,2450 København SV,87,3,12.55291482,55.64599688,437.72,3067.12,536.0,394.48,6656.29,Hovedstaden
311,311, 1.375.000, Reventlowsgade 28,1651 København V,152,5,12.56465914,55.67105099,411.58,322.09,633.88,455.01,3406.78,Hovedstaden
312,312, 1.399.000, Fægangen 14 st mf ,4180 Sorø,27,1,11.56596992,55.43632016,294.42,2791.18,563.05,1017.96,14917.72,Sjælland
313,313, 1.445.000, H C Andersens Vej 65,4700 Næstved,39,2,11.74346194,55.23198047,312.46,2345.42,592.56,829.24,2205.53,Hovedstaden
314,314, 1.695.000, Nyvej 13 st th ,8920 Randers NV,68,2,10.02171118,56.46885738,281.61,1275.57,325.62,257.43,2064.67,Midtjylland
315,315, 1.698.000, Revlingbakken 33 3 402 ,9000 Aalborg,68,2,9.89811331,57.02606419,285.94,2777.16,1467.65,413.67,2013.61,Nordjylland
316,316, 1.750.000, Dronningensgade 19 1 tv ,9400 Nørresundby,70,2,9.9316313,57.05868094,378.78,2153.8,824.65,830.03,2033.34,Nordjylland
317,317, 1.795.000, Klingegade 13,3700 Rønne,109,2,14.70128087,55.09745093,464.57,147724.98,243.64,539.06,1081.84,Hovedstaden
318,318, 1.795.000, Østerbro 57 st th ,9000 Aalborg,58,2,9.94154472,57.04584052,795.09,1800.97,1078.78,389.41,2287.29,Nordjylland
319,319, 1.849.000, Bjergbygade 5C ,4200 Slagelse,86,2,11.35308904,55.4003381,592.2,1241.31,704.56,390.59,1311.66,Sjælland
320,320, 1.875.000, Orionvej 47B,4700 Næstved,80,3,11.78455516,55.25656986,650.3,1602.14,1181.61,972.05,4021.54,Hovedstaden
321,321, 1.895.000, Bryggertorvet 21 ,3650 Ølstykke,68,3,12.17468551,55.78129325,482.5,15421.27,917.42,286.89,12117.74,Hovedstaden
322,322, 1.995.000, Hovedgaden 54B,4050 Skibby,88,3,11.95872687,55.74986735,369.91,20110.21,846.35,156.43,19069.71,Hovedstaden
323,323, 2.195.000, Søndre Fasanvej 94B,2500 Valby,53,1,12.51586833,55.66749985,240.1,625.38,633.84,190.73,2548.26,Hovedstaden
324,324, 2.195.000, Lindevangshusene 90,2630 Taastrup,97,4,12.28738898,55.64399157,359.35,4412.15,1067.01,1604.28,9911.51,Hovedstaden
325,325, 2.295.000, Lombardigade 21,2300 København S,53,2,12.61364255,55.6543638,329.94,3304.81,538.63,240.52,611.17,Hovedstaden
326,326, 2.445.000, Guldsmedgade 8 2 ,8000 Aarhus C,72,3,10.20729844,56.15824699,429.07,988.07,521.16,46.38,5855.18,Midtjylland
327,327, 2.498.000, Søbakkevej 2,2640 Hedehusene,87,3,12.20791566,55.64427798,408.01,2927.23,412.83,504.76,9230.09,Hovedstaden
328,328, 2.595.000, Matthæusgade 48C,1666 København V,71,2,12.5468752,55.67069905,269.84,1556.74,318.37,50.91,3053.19,Hovedstaden
329,329, 2.695.000, Sundevedsgade 21,1751 København V,68,2,12.54475084,55.67023987,105.84,1738.3,394.07,194.84,3167.87,Hovedstaden
330,330, 2.995.000, Nic Rumps Vej 6,4220 Korsør,79,3,11.13169275,55.33836066,641.73,2653.73,811.54,696.22,19586.45,Sjælland
331,331, 3.100.000, Ægirsvej 9,8920 Randers NV,84,3,10.01559035,56.4767153,761.22,2676.17,1249.25,540.14,3160.58,Midtjylland
332,332, 3.198.000, Christmas Møllers Vej 11,5200 Odense V,58,2,10.35495151,55.39508527,245.68,2426.17,705.34,294.74,2261.28,Syddanmark
333,333, 3.295.000, Kystvejen 10E,9850 Hirtshals,54,2,9.93727556,57.58129754,1504.06,2273.39,2070.69,1922.96,17094.23,Nordjylland
334,334, 3.395.000, Møllegården 12,6320 Egernsund,84,3,9.6024389,54.90504153,1402.53,2725.23,3014.86,1505.17,14748.38,Syddanmark
335,335, 3.495.000, Rebæk Søpark 3,2650 Hvidovre,44,1,12.45725527,55.66349042,331.9,5114.45,853.33,295.34,3509.07,Hovedstaden
336,336, 3.595.000, Albanigade 67,5000 Odense C,48,1,10.39686365,55.3921965,52.33,2059.96,37.84,106.9,2626.5,Syddanmark
337,337, 3.595.000, Bronzealdervænget 36,8210 Aarhus V,41,2,10.13747832,56.17033419,645.75,5922.9,906.16,936.97,5106.82,Midtjylland
338,338, 3.650.000, Kildebakken 39,2860 Søborg,51,2,12.49989692,55.74344508,343.65,3756.12,466.19,688.57,3450.64,Hovedstaden
339,339, 3.995.000, Skibhusvej 181,5000 Odense C,75,3,10.39671595,55.41411225,195.02,1914.29,90.61,730.48,5230.15,Syddanmark
340,340, 3.995.000, Holmegårdsparken 22,2980 Kokkedal,70,1,12.49192563,55.91084578,564.48,1456.92,436.26,424.58,15963.71,Hovedstaden
341,341, 3.995.000, Rebæk Søpark 3,2650 Hvidovre,44,1,12.45725527,55.66349042,331.9,5114.45,853.33,295.34,3509.07,Hovedstaden
342,342, 4.195.000, Dronningensgade 97,5000 Odense C,59,2,10.37120777,55.39522363,414.27,1462.2,367.33,430.64,1465.21,Syddanmark
343,343, 4.195.000, Parken 16,3480 Fredensborg,56,2,12.40690483,55.9723895,405.44,800.04,1514.0,982.61,10859.34,Hovedstaden
344,344, 4.500.000, Teglgårdsvej 433,3050 Humlebæk,85,3,12.52486235,55.95871555,568.71,1685.71,1051.51,831.5,13668.72,Hovedstaden
345,345, 4.995.000, Malmøgade 12,5000 Odense C,66,2,10.38622704,55.41112019,460.35,1621.21,783.24,624.23,4001.13,Syddanmark
346,346, 5.295.000, Vesterbrogade 8,9400 Nørresundby,63,2,9.91983932,57.05822643,669.09,1544.42,360.26,223.6,1435.46,Nordjylland
347,347, 5.995.000, Prinsensgade 6,7000 Fredericia,91,3,9.75718532,55.56853723,289.84,1365.85,676.01,270.41,11832.74,Syddanmark
