,new_index,Pris,address,zipcode,m2,rooms,x,y,daycare_distance,train_distance,school_distance,supermarket_distance,hospital_distance,Region
1965,1965, 2.245.000, Steenwinkelsvej 6,1966 Frederiksberg C,76,3,12.55128376,55.68335855,265.33,1918.08,408.57,171.61,2076.52,Hovedstaden
1966,1966, 2.295.000, Porcelænshaven 10E,2000 Frederiksberg,70,3,12.52330295,55.67834036,134.86,1938.65,342.67,464.28,1206.4,Hovedstaden
1967,1967, 2.295.000, Gråspurvevej 49,2400 København NV,111,4,12.52339281,55.7035576,197.62,5316.63,536.51,417.88,2062.58,Hovedstaden
1968,1968, 2.295.000, Vejlesøparken 5,2840 Holte,126,5,12.46589585,55.80176872,220.26,3431.19,625.18,1088.45,10294.33,Hovedstaden
1969,1969, 2.295.000, Amager Strandvej 114C,2300 København S,85,3,12.63165559,55.66004257,544.55,4662.49,501.92,484.7,2008.33,Hovedstaden
1970,1970, 2.350.000, Torvegade 23,1400 København K,98,3,12.58975488,55.67347465,280.0,1848.22,400.47,233.02,3224.61,Hovedstaden
1971,1971, 2.395.000, Rosenvængets Hovedvej 34,2100 København Ø,93,3,12.58674059,55.70134214,146.94,1481.34,223.13,376.39,1698.7,Hovedstaden
1972,1972, 2.395.000, Rentemestervej 19B,2400 København NV,154,4,12.53004447,55.7057718,240.42,4802.32,360.36,357.84,1382.77,Hovedstaden
1973,1973, 2.495.000, Midtermolen 18,2100 København Ø,85,3,12.59775783,55.69749439,378.82,1091.78,1231.39,689.98,3127.21,Hovedstaden
1974,1974, 2.495.000, Indiakaj 7 2 tv ,2100 København Ø,105,3,12.59648641,55.69550339,105.15,791.2,930.81,472.7,2922.17,Hovedstaden
1975,1975, 2.495.000, Øresund Parkvej 11,2300 København S,126,4,12.62961339,55.66380228,523.5,4965.38,622.21,444.39,2326.42,Hovedstaden
1976,1976, 2.498.000, Øster Farimagsgade 28A 6 th ,2100 København Ø,88,3,12.57626022,55.69127029,145.12,1188.56,117.85,33.23,1199.9,Hovedstaden
1977,1977, 2.525.000, Vestervold 33,8900 Randers C,61,2,10.03237372,56.46340524,249.91,871.22,362.91,248.41,1588.75,Midtjylland
1978,1978, 2.598.000, Granly Alle 5F,6710 Esbjerg V,54,2,8.41148723,55.49397508,228.15,4326.81,939.81,247.16,4676.49,Syddanmark
1979,1979, 2.650.000, Grøndalsvej 58,8260 Viby J,59,2,10.13968905,56.12163091,230.42,2438.51,1041.9,270.64,10371.84,Midtjylland
1980,1980, 2.950.000, Købmagergade 6B 1 th ,7000 Fredericia,98,4,9.75902525,55.5682773,201.12,1530.43,534.67,425.15,11976.21,Syddanmark
1981,1981, 2.950.000, Vestergade 66,8900 Randers C,118,3,10.0233057,56.4623661,604.12,194.93,549.92,239.77,2700.16,Midtjylland
1982,1982, 2.995.000, Provstejorden 16,9000 Aalborg,73,3,9.90924096,57.02924523,262.69,2215.24,1381.26,678.78,1236.42,Nordjylland
1983,1983, 2.995.000, Brinchs Have 15,2630 Taastrup,59,2,12.2997622,55.64679317,453.08,3698.68,459.54,770.3,8044.43,Hovedstaden
1984,1984, 2.995.000, Teglgårdsvej 403,3050 Humlebæk,72,3,12.52351777,55.95956525,487.46,1207.34,1005.34,910.05,13563.98,Hovedstaden
1985,1985, 3.100.000, Højagerparken 8,2750 Ballerup,57,2,12.36180143,55.73456613,732.68,11670.88,1059.2,487.97,6850.52,Hovedstaden
1986,1986, 3.195.000, Orla Lehmannsgade 8,7100 Vejle,82,3,9.53185035,55.70917033,377.98,594.79,380.68,265.91,1199.88,Midtjylland
1987,1987, 3.195.000, Birketinget 2F,2300 København S,45,1,12.6005404,55.65649685,228.44,3374.5,556.91,343.85,2107.12,Hovedstaden
1988,1988, 3.195.000, Horsensvej 18,3000 Helsingør,67,2,12.5933315,56.0216861,244.55,2139.07,487.95,1435.19,2299.88,Hovedstaden
1989,1989, 3.195.000, Folehaven 100,2500 Valby,56,2,12.4962225,55.6522458,465.81,2236.94,658.21,362.26,3859.12,Hovedstaden
1990,1990, 3.195.000, Tøndergade 98,8000 Aarhus C,74,3,10.17960859,56.13988754,329.17,2183.37,1188.09,210.97,7733.07,Midtjylland
1991,1991, 3.245.000, Brogade 27,4100 Ringsted,95,3,11.78955053,55.44046688,560.32,401.65,588.38,339.0,1253.4,Hovedstaden
1992,1992, 3.295.000, Kollelevbakken 3C,2830 Virum,52,2,12.46192021,55.78990758,894.67,2740.05,233.75,1104.43,9650.91,Hovedstaden
1993,1993, 3.395.000, Landlystvej 65E,2650 Hvidovre,55,2,12.4708936,55.65945536,612.1,3221.56,384.65,413.51,3512.83,Hovedstaden
1994,1994, 3.650.000, Hovedvejen 146 3 i ,2600 Glostrup,68,3,12.39184294,55.6660282,197.99,917.32,321.14,227.66,1458.6,Hovedstaden
1995,1995, 3.695.000, Teglvænget 15 3 tv ,9000 Aalborg,98,3,9.94006758,57.04497425,743.44,1791.98,1027.13,544.53,2271.54,Nordjylland
1996,1996, 3.995.000, Rosenkrantzgade 8C,8000 Aarhus C,55,2,10.20713731,56.15208228,853.45,358.28,247.08,247.31,6167.2,Midtjylland
1997,1997, 3.999.000, Vangede Bygade 107,2820 Gentofte,60,2,12.51922557,55.74852962,349.71,2224.18,494.16,74.0,2517.7,Hovedstaden
1998,1998, 4.495.000, Lyngborghave 4B,3460 Birkerød,72,3,12.41267869,55.83842474,333.77,10010.59,481.21,1422.98,14426.31,Hovedstaden
1999,1999, 4.650.000, Læssøegade 18,5000 Odense C,89,3,10.38733769,55.38938317,223.1,1870.84,496.5,855.77,1757.48,Syddanmark
2000,2000, 4.695.000, Storegade 34B,6200 Aabenraa,164,4,9.41852933,55.04296359,321.2,7597.9,476.76,284.07,4333.62,Syddanmark
2001,2001, 4.895.000, Sorrentovej 14,2300 København S,52,2,12.62221773,55.65821176,125.48,4689.48,764.55,298.9,859.99,Hovedstaden
2002,2002, 4.895.000, Ovenvande 12 ,8660 Skanderborg,69,2,9.9286165,56.03044763,701.43,2053.14,1087.23,251.73,598.68,Midtjylland
2003,2003, 4.995.000, Vestervang 34,8000 Aarhus C,66,2,10.19128162,56.16454396,181.65,2314.47,680.09,817.53,4205.74,Midtjylland
2004,2004, 5.195.000, Rydsletten 23,2720 Vanløse,58,2,12.48889256,55.68121621,165.89,3164.73,170.66,410.06,3137.63,Hovedstaden
2005,2005, 5.700.000, Kæragervej 2,2720 Vanløse,62,2,12.47973784,55.6824385,215.71,3581.19,638.93,329.39,3434.95,Hovedstaden
2006,2006, 5.795.000, Ungarnsgade 4,2300 København S,50,2,12.61191872,55.66588276,195.69,3619.86,218.06,298.47,1531.49,Hovedstaden
2007,2007, 5.995.000, Chr. Molbechs Vej 14,8000 Aarhus C,68,3,10.19009075,56.1664289,226.48,2482.99,572.72,710.06,4140.91,Midtjylland
2008,2008, 7.000.000, Lundingsgade 15,8000 Aarhus C,58,2,10.19543591,56.14622743,234.09,1351.97,402.06,367.47,7235.38,Midtjylland
2009,2009, 7.400.000, Askeskellet 12,2000 Frederiksberg,62,2,12.49680538,55.67074032,504.22,1651.23,234.78,425.43,3534.43,Hovedstaden
2010,2010, 7.895.000, Vordingborggade 78,2100 København Ø,56,2,12.58492654,55.70787116,178.85,2047.61,463.83,249.22,2216.84,Hovedstaden
2011,2011, 9.000.000, Horsekildevej 40,2500 Valby,61,2,12.50966867,55.66852151,312.18,809.57,414.42,162.16,3043.92,Hovedstaden
2012,2012, 675.000, Egebo 19 ,2620 Albertslund,107,3,12.33913327,55.66580289,922.7,4862.52,499.04,569.54,5189.53,Hovedstaden
2013,2013, 725.000, Ordrupvej 75A,2920 Charlottenlund,64,2,12.57647406,55.76228951,310.73,2070.85,390.25,87.47,4727.92,Hovedstaden
2014,2014, 1.035.000, Slåenvej 8D ,4600 Køge,103,4,12.18324111,55.47957003,849.73,1773.31,550.62,603.05,1891.25,Hovedstaden
2015,2015, 1.250.000, Lundbyesgade 22,8000 Aarhus C,68,3,10.19501427,56.15493843,745.66,1430.84,954.54,479.43,5917.95,Midtjylland
2016,2016, 1.348.000, Lyngbygårdsvej 81,2800 Kongens Lyngby,72,3,12.51142433,55.77510181,365.6,466.33,192.43,727.74,6146.73,Hovedstaden
2017,2017, 1.498.000, Skovvejen 85B,8000 Aarhus C,74,3,10.21753494,56.16687596,634.41,2325.97,853.01,369.71,5216.28,Midtjylland
2018,2018, 1.595.000, Østre Kanalgade 14,9000 Aalborg,104,3,9.91475939,57.05383727,533.69,719.92,381.76,511.37,628.96,Nordjylland
2019,2019, 1.595.000, Lybækgade 5,2300 København S,65,3,12.60878551,55.66507799,99.54,3401.09,287.79,201.7,1758.73,Hovedstaden
2020,2020, 1.650.000, Sankt Kjelds Gade 27,2100 København Ø,58,2,12.56606563,55.70985537,235.55,3070.07,229.75,286.35,2111.43,Hovedstaden
2021,2021, 1.698.000, Biskop Svanes Vej 77B,3460 Birkerød,99,4,12.4593978,55.8481413,76.29,7429.38,1416.66,1753.19,18466.31,Hovedstaden
2022,2022, 1.795.000, Stubmøllevej 22,2450 København SV,83,3,12.52466107,55.64905137,134.87,750.12,156.71,185.73,4367.38,Hovedstaden
2023,2023, 1.795.000, Banegårdsgade 23,8000 Aarhus C,82,3,10.20151991,56.15053537,583.21,240.24,359.74,245.0,6159.26,Midtjylland
2024,2024, 1.795.000, Skovgårdsvej 10 st tv ,2920 Charlottenlund,83,4,12.57366782,55.76208475,381.87,2357.84,147.6,301.8,4664.46,Hovedstaden
2025,2025, 1.798.000, Højnæsvej 52B,2610 Rødovre,102,4,12.45998517,55.67714067,598.42,4482.17,133.49,346.35,4843.09,Hovedstaden
2026,2026, 1.895.000, Jagtvej 215B 3 4 ,2100 København Ø,86,3,12.57440448,55.70921659,401.22,2948.03,488.37,256.67,1937.0,Hovedstaden
2027,2027, 1.995.000, Øresund Parkvej 12 1 th ,2300 København S,77,2,12.62800082,55.66354815,420.26,4982.74,533.57,430.28,2343.78,Hovedstaden
2028,2028, 1.995.000, Godthåbsvej 131,2000 Frederiksberg,87,4,12.51685553,55.69014365,436.2,3363.49,802.49,216.26,870.04,Hovedstaden
2029,2029, 1.998.000, Poul Bundgaards Vej 8,2500 Valby,116,4,12.51022039,55.65943627,546.26,749.19,640.47,418.01,3701.25,Hovedstaden
2030,2030, 2.095.000, Ourøgade 27,2100 København Ø,88,3,12.56556118,55.70950011,232.51,3159.46,245.45,283.75,1994.93,Hovedstaden
2031,2031, 2.150.000, Vagtelvej 37,2000 Frederiksberg,119,5,12.52100033,55.69269783,804.19,3814.86,818.94,497.44,999.22,Hovedstaden
2032,2032, 2.150.000, Islands Brygge 36A,2300 København S,102,3,12.56741573,55.65893424,530.29,2401.33,1299.97,187.89,4935.72,Hovedstaden
2033,2033, 2.150.000, Brolæggerstræde 13,1211 København K,115,4,12.57416949,55.67732374,202.87,888.99,500.65,247.44,3282.2,Hovedstaden
2034,2034, 2.195.000, Carl Th. Zahles Gade 14,2300 København S,165,5,12.57388785,55.6617016,198.42,2461.41,801.55,247.06,4362.94,Hovedstaden
2035,2035, 2.195.000, Høyrups Alle 2,2900 Hellerup,135,4,12.57711456,55.73947733,827.49,1747.96,853.47,182.06,2529.06,Hovedstaden
2036,2036, 2.295.000, Trondhjemsgade 15,2100 København Ø,221,7,12.58892151,55.69504908,192.64,421.65,651.03,496.03,2272.69,Hovedstaden
2037,2037, 2.395.000, Dunkerquegade 18,2150 Nordhavn,157,4,12.59752014,55.70921219,619.96,2740.22,992.81,595.6,3399.72,Hovedstaden
2038,2038, 2.495.000, Rosenvængets Hovedvej 23B ,2100 København Ø,172,5,12.58304082,55.70100383,166.24,1483.6,391.98,306.53,1467.74,Hovedstaden
2039,2039, 2.495.000, Bytorvet 20,9510 Arden,155,4,9.8589395,56.76958783,726.52,107.16,983.75,31.85,17575.13,Nordjylland
2040,2040, 2.595.000, Bjergegade 52A,7000 Fredericia,68,2,9.7614219,55.56585944,361.59,1866.96,401.45,302.89,11856.65,Syddanmark
2041,2041, 2.648.000, Asser Rigs Vej 39C,8960 Randers SØ,84,3,10.06315835,56.44412434,432.63,3905.75,591.9,880.72,4550.45,Midtjylland
2042,2042, 2.650.000, Grøfthøjparken 160,8260 Viby J,42,1,10.13915246,56.12422816,417.65,1894.79,1045.49,410.33,10509.22,Midtjylland
2043,2043, 2.795.000, Ægirsvej 43 st tv ,8920 Randers NV,79,3,10.01655788,56.47767783,844.47,2848.98,1342.9,708.2,3427.28,Midtjylland
2044,2044, 2.995.000, Kystvejen 10D,9850 Hirtshals,43,2,9.93746492,57.58148793,1471.21,2240.54,2037.74,1890.12,17102.98,Nordjylland
2045,2045, 2.995.000, H. C. Andersens Vej 30,9000 Aalborg,83,3,9.9708416,57.04217819,265.34,3850.78,999.06,330.58,4265.25,Nordjylland
2046,2046, 3.050.000, Boholtevej 63,4600 Køge,48,1,12.16480753,55.44679703,495.11,2335.41,999.92,467.31,5472.99,Hovedstaden
2047,2047, 3.199.500, Fynsvej 75,6000 Kolding,92,2,9.49068715,55.49579738,930.89,1043.47,1951.58,1106.16,1278.62,Syddanmark
2048,2048, 3.245.000, Vejrupsgade 14,6000 Kolding,66,3,9.46875467,55.48756325,361.57,2066.62,311.56,460.58,3443.57,Syddanmark
2049,2049, 3.348.000, Herluf Trolles Gade 44,8200 Aarhus N,37,2,10.21600632,56.17302808,183.4,3140.77,713.48,108.72,4653.68,Midtjylland
2050,2050, 3.395.000, Vejlegårdsparken 40,2665 Vallensbæk Strand,47,2,12.3819403,55.62423608,252.74,6363.05,1053.73,585.68,6701.56,Hovedstaden
2051,2051, 3.398.000, Skomagergade 25,4000 Roskilde,50,1,12.07692575,55.64066388,334.35,1272.02,240.58,53.49,1844.5,Hovedstaden
2052,2052, 3.400.000, Engbakken 45,2830 Virum,56,2,12.47060353,55.79615451,474.59,2474.18,852.23,237.95,9318.31,Hovedstaden
2053,2053, 3.495.000, Banegårdsgade 1,8000 Aarhus C,37,2,10.20012139,56.15066127,677.16,334.01,453.69,161.85,6049.21,Midtjylland
2054,2054, 3.495.000, Dronningensgade 53,5000 Odense C,69,3,10.3742118,55.39634785,343.64,1151.37,438.3,442.41,2128.01,Syddanmark
2055,2055, 3.500.000, Allégade 27,5000 Odense C,62,2,10.39472556,55.39119237,263.01,2334.94,279.63,381.88,2312.16,Syddanmark
2056,2056, 3.695.000, Maribovej 15,2500 Valby,55,2,12.48971377,55.667307,809.72,2061.74,302.91,859.91,4086.62,Hovedstaden
2057,2057, 3.799.000, Dalvangsvej 13,2600 Glostrup,77,2,12.41520834,55.66868408,367.96,1590.19,767.69,313.15,2173.79,Hovedstaden
2058,2058, 3.995.000, Lyngborghave 60,3460 Birkerød,74,3,12.41449872,55.83752867,194.25,10057.08,479.29,1471.06,14472.91,Hovedstaden
2059,2059, 4.249.000, Langelandsgade 216,8200 Aarhus N,62,2,10.20227237,56.1736656,274.83,3043.86,487.5,504.26,3783.48,Midtjylland
2060,2060, 4.250.000, Fredensgade 22,8600 Silkeborg,106,4,9.55146958,56.16765484,459.54,1233.35,544.56,262.62,828.07,Midtjylland
2061,2061, 4.795.000, Rugmarken 9,3060 Espergærde,96,4,12.53717508,55.99723107,630.23,863.13,220.91,546.8,7299.43,Hovedstaden
2062,2062, 4.995.000, Gladsaxevej 63,2860 Søborg,70,3,12.51531156,55.72909294,195.97,4423.33,1005.24,610.49,3208.08,Hovedstaden
2063,2063, 5.350.000, Farum Hovedgade 82D,3520 Farum,76,3,12.35991901,55.80899278,254.69,14268.3,750.44,196.22,13818.11,Hovedstaden
2064,2064, 5.395.000, Gebauersgade 2,8000 Aarhus C,55,2,10.19397175,56.1519204,854.51,1020.88,972.16,432.32,6237.38,Midtjylland
2065,2065, 5.995.000, Borgmester Fischers Vej 5B,2000 Frederiksberg,61,2,12.50824376,55.67185743,308.3,1373.42,684.04,194.43,2646.97,Hovedstaden
2066,2066, 6.550.000, Vestre Ringgade 198,8000 Aarhus C,78,0,10.19358312,56.16865956,702.5,2826.06,836.73,803.98,3894.52,Midtjylland
2067,2067, 7.995.000, Moldaugade 10,2300 København S,57,2,12.61327103,55.66088789,172.87,3877.77,513.57,333.28,985.01,Hovedstaden
2068,2068, 10.995.000, Vestervang 25F,8000 Aarhus C,71,2,10.19174693,56.16416658,255.56,2255.97,753.89,891.34,4362.08,Midtjylland
2069,2069, 10.995.000, Østre Havnegade 36B 9 tv ,9000 Aalborg,72,2,9.93657541,57.04823036,857.24,1735.14,1189.4,214.39,2012.71,Nordjylland
2070,2070, 14.800.000, Jernbanegade 10,9000 Aalborg,130,2,9.91635774,57.0473043,772.46,588.17,849.04,151.66,557.03,Nordjylland
2071,2071, 18.850.000, Hedesøvej 17,2640 Hedehusene,89,2,12.20553453,55.64377339,348.09,1038.02,352.92,183.84,8858.87,Hovedstaden
2072,2072, 25.000.000, Tværbommen 45 2 tv ,2820 Gentofte,66,3,12.52034737,55.75160789,286.72,1768.67,824.25,251.42,2811.0,Hovedstaden
2073,2073, 695.000, Frankrigshusene 10,2300 København S,56,2,12.608229,55.66264776,203.96,3476.9,496.1,366.8,1447.42,Hovedstaden
2074,2074, 700.000, Slangerupgade 27A,3400 Hillerød,75,3,12.29549251,55.92958996,406.76,1249.7,410.67,221.32,2803.31,Hovedstaden
2075,2075, 795.000, Jernbanegade 10D ,9000 Aalborg,145,3,9.91601278,57.04741541,766.32,673.95,801.22,174.04,536.91,Nordjylland
2076,2076, 795.000, Morescosvej 14,2920 Charlottenlund,56,2,12.57222752,55.76026323,113.03,2410.65,233.31,354.61,4385.87,Hovedstaden
2077,2077, 820.000, Reberbanegade 33,2300 København S,51,2,12.60589875,55.66208788,156.79,3319.46,513.58,181.36,1570.19,Hovedstaden
2078,2078, 995.000, Hedesøvej 17,2640 Hedehusene,98,3,12.20553453,55.64377339,348.09,1038.02,352.92,183.84,8858.87,Hovedstaden
2079,2079, 1.195.000, Hedesøvej 17,2640 Hedehusene,97,3,12.20553453,55.64377339,348.09,1038.02,352.92,183.84,8858.87,Hovedstaden
2080,2080, 1.295.000, Hedesøvej 21,2640 Hedehusene,82,3,12.20548468,55.64374193,392.34,2550.11,434.81,265.73,8852.96,Hovedstaden
2081,2081, 1.295.000, Poppelgade 5,2200 København N,50,2,12.55879465,55.69202805,96.62,1606.28,108.83,148.66,999.32,Hovedstaden
2082,2082, 1.350.000, Skt. Nicolaus Gade 3,8000 Aarhus C,90,3,10.19933253,56.15107256,832.56,688.31,808.0,31.62,6208.42,Midtjylland
2083,2083, 1.498.000, Th Nielsens Vej 4E ,4000 Roskilde,121,4,12.07160016,55.6323455,999.04,2126.03,998.63,362.62,1663.56,Hovedstaden
2084,2084, 1.550.000, Tove Maës Vej 9,2500 Valby,90,3,12.51066015,55.66011945,460.91,1262.06,555.12,333.96,3513.1,Hovedstaden
2085,2085, 1.595.000, Irma Pedersens Gade 116,8000 Aarhus C,79,3,10.22714324,56.16393878,1192.45,2610.02,1545.8,1049.55,6503.42,Midtjylland
2086,2086, 1.750.000, Paradisæblevej 82,2500 Valby,90,3,12.50460956,55.65415061,218.54,1427.5,924.37,285.32,4451.16,Hovedstaden
2087,2087, 1.799.000, Tom Kristensens Vej 26,2300 København S,118,3,12.58752403,55.66098481,325.95,2736.65,489.59,432.45,3052.89,Hovedstaden
2088,2088, 1.850.000, Strandparksvej 20,2900 Hellerup,61,3,12.57828814,55.73134927,163.23,1051.1,426.18,408.13,2584.5,Hovedstaden
2089,2089, 1.995.000, Mitchellsgade 18,1568 København V,94,3,12.57006676,55.67105452,195.85,527.24,566.68,308.97,3690.93,Hovedstaden
2090,2090, 1.995.000, Strandvejen 323,2920 Charlottenlund,106,4,12.5970129,55.76269379,247.07,2158.04,349.31,1791.95,5971.36,Hovedstaden
2091,2091, 2.195.000, Phistersvej 5,2900 Hellerup,112,4,12.57728719,55.74141793,810.76,1693.32,652.69,144.36,2739.31,Hovedstaden
2092,2092, 2.195.000, Rigensgade 9G,1316 København K,93,2,12.58206911,55.68697863,73.46,1032.58,167.89,206.92,1710.63,Hovedstaden
2093,2093, 2.199.000, Bianco Lunos Alle 10,1868 Frederiksberg C,206,6,12.54081664,55.67780774,403.96,2151.35,137.86,307.81,1961.12,Hovedstaden
2094,2094, 2.265.000, Ægirsvej 11,8920 Randers NV,90,4,10.01546401,56.47684221,744.43,2691.0,1243.27,555.46,3269.3,Midtjylland
2095,2095, 2.345.000, Fredensgade 3,8700 Horsens,42,1,9.85789954,55.86344803,52.63,1861.39,52.63,547.48,1424.07,Midtjylland
2096,2096, 2.350.000, Havepladsvej 172,7000 Fredericia,74,3,9.76571678,55.57705837,417.2,2375.39,217.71,445.01,12973.46,Syddanmark
2097,2097, 2.395.000, Frederiksborgvej 15,3200 Helsinge,52,2,12.19979446,56.02102366,768.03,546.91,704.31,179.26,17280.72,Hovedstaden
2098,2098, 2.400.000, Grydergade 4C,6800 Varde,99,3,8.47834987,55.62105779,329.56,517.08,723.85,566.49,18386.18,Syddanmark
2099,2099, 2.550.000, Henriettevej 38,5000 Odense C,57,2,10.39495893,55.40869181,590.17,1390.72,564.46,206.81,4706.48,Syddanmark
2100,2100, 2.550.000, Lindevangshusene 74,2630 Taastrup,46,1,12.28919759,55.64474675,391.33,4219.02,864.49,1401.76,9718.38,Hovedstaden
2101,2101, 2.595.000, Tjørnerækken 7,2300 København S,37,1,12.61598538,55.66746244,113.4,3800.94,473.44,616.75,1799.28,Hovedstaden
2102,2102, 2.675.000, Vilhelm Andersensvej 8,4100 Ringsted,89,3,11.78402925,55.44114665,65.64,499.87,473.0,318.32,1385.92,Hovedstaden
2103,2103, 2.695.000, Ganeråparken 37C ,6900 Skjern,120,4,8.47770406,55.94267287,765.39,2520.16,731.66,1702.88,6539.65,Midtjylland
2104,2104, 2.698.000, Schacksgade 21,5000 Odense C,73,3,10.40842519,55.39315838,243.31,2308.89,990.27,224.06,3421.3,Syddanmark
2105,2105, 2.749.000, Kabbelejevej 5,2700 Brønshøj,56,2,12.49008344,55.70656375,71.9,6475.41,504.36,229.66,3726.21,Hovedstaden
2106,2106, 2.775.000, Morelhaven 89 ,4600 Køge,73,2,12.17297058,55.47579378,417.85,582.29,658.52,374.58,1034.7,Hovedstaden
2107,2107, 2.795.000, Østre Alle 81,9000 Aalborg,99,4,9.94336193,57.03979954,518.14,1982.6,830.13,500.57,2550.15,Nordjylland
2108,2108, 2.795.000, Brøndbyvestervej 10,2600 Glostrup,80,3,12.40523248,55.65995199,376.02,1196.17,1194.29,278.7,2315.51,Hovedstaden
2109,2109, 2.798.000, Vejlebrovej 106,2635 Ishøj,85,3,12.36329997,55.61308104,646.71,7939.68,629.05,743.41,8278.09,Hovedstaden
2110,2110, 2.995.000, Markskellet 1,2720 Vanløse,56,2,12.49213405,55.69366178,273.69,4664.25,683.32,86.49,2708.6,Hovedstaden
2111,2111, 2.995.000, Brøndbyvestervej 60B,2605 Brøndby,82,3,12.40961382,55.65823947,706.53,1587.96,1396.48,670.6,2707.41,Hovedstaden
2112,2112, 3.049.000, Vinkelager 1,2720 Vanløse,58,2,12.4850892,55.68051998,287.32,3052.19,333.56,139.87,3151.13,Hovedstaden
2113,2113, 3.095.000, Fynsgade 28,8000 Aarhus C,50,2,10.20058142,56.16380254,88.16,2223.61,257.62,272.93,4533.43,Midtjylland
2114,2114, 3.149.000, Saltholmsgade 24,8000 Aarhus C,55,3,10.19538895,56.15870869,702.23,1403.61,703.81,269.41,4947.22,Midtjylland
2115,2115, 3.348.000, Vinkelager 13,2720 Vanløse,56,2,12.48608694,55.68075543,219.47,3194.33,401.41,207.82,3219.08,Hovedstaden
2116,2116, 3.499.000, Teglvænget 1,9000 Aalborg,121,4,9.93781625,57.04514996,607.17,1655.71,890.86,490.96,2128.17,Nordjylland
2117,2117, 3.695.000, Reventlowsvej 41,5000 Odense C,86,3,10.40258561,55.39194588,413.57,2043.09,486.17,431.56,2913.23,Syddanmark
2118,2118, 3.995.000, Sofievej 9,2840 Holte,70,2,12.46979537,55.81266039,546.59,3655.08,417.25,324.25,10508.32,Hovedstaden
2119,2119, 4.498.000, Hovedgaden 49B,8410 Rønde,128,3,10.47554932,56.30047736,597.74,29691.67,276.65,100.94,29748.06,Midtjylland
2120,2120, 5.249.000, Sletterhagevej 23,8240 Risskov,82,3,10.2359732,56.19527127,166.4,6253.01,842.45,609.78,4860.68,Midtjylland
2121,2121, 5.495.000, Elisagårdsvej 16A,4000 Roskilde,80,3,12.1017121,55.64292667,912.14,1171.64,258.45,168.74,1398.2,Hovedstaden
2122,2122, 5.995.000, Frederiks Plads 8,8000 Aarhus C,58,2,10.2085929,56.14924491,618.16,1375.69,563.69,342.39,7079.01,Midtjylland
2123,2123, 5.998.000, Holger Danskes Vej 42,2000 Frederiksberg,76,2,12.53479959,55.68743507,323.29,3150.63,702.47,314.94,1098.65,Hovedstaden
2124,2124, 6.295.000, Jagtvej 215B,2100 København Ø,65,2,12.57440448,55.70921659,401.22,2948.03,488.37,256.67,1937.0,Hovedstaden
2125,2125, 6.495.000, Esther Aggebos Gade 38,8000 Aarhus C,71,2,10.22632802,56.16735531,1135.48,2712.03,1488.73,976.98,6358.85,Midtjylland
2126,2126, 7.495.000, Landskronagade 67,2100 København Ø,58,2,12.56743453,55.71262629,145.01,2794.43,479.56,406.19,3010.86,Hovedstaden
2127,2127, 8.995.000, Skovgade 3,6760 Ribe,167,7,8.75772238,55.32777528,638.65,902.65,809.88,817.73,32189.95,Syddanmark
2128,2128, 15.500.000, Rudolph Wulffs Gade 17,8000 Aarhus C,111,4,10.18419151,56.13976733,571.5,1961.82,1002.91,454.93,7220.23,Midtjylland
2129,2129, 825.000, Marstrandsgade 2,8000 Aarhus C,86,3,10.19865246,56.15515479,955.66,1740.14,729.33,348.63,6227.15,Midtjylland
2130,2130, 895.000, Ved Volden 4,1425 København K,98,3,12.59348969,55.67168251,179.06,2171.44,150.89,85.76,3377.13,Hovedstaden
2131,2131, 995.000, Vennemindevej 53,2100 København Ø,84,3,12.5688231,55.71262835,150.06,2717.08,410.21,332.84,2245.55,Hovedstaden
2132,2132, 1.250.000, Tuborgvej 60,2900 Hellerup,114,4,12.56454105,55.72806206,247.86,1298.05,782.91,33.3,1924.65,Hovedstaden
2133,2133, 1.395.000, Henrik Steffens Vej 6,1866 Frederiksberg C,81,3,12.53838849,55.67792746,295.86,2208.72,144.13,413.88,1913.89,Hovedstaden
2134,2134, 1.495.000, Halmtorvet 29E,1700 København V,87,2,12.5569104,55.66803703,294.88,1031.42,142.56,88.19,3870.89,Hovedstaden
2135,2135, 1.550.000, Halsskovgade 2,2100 København Ø,88,3,12.58173098,55.70744389,137.24,2191.48,296.9,75.73,2252.95,Hovedstaden
2136,2136, 1.595.000, Teglholmsgade 80,2450 København SV,102,4,12.55479279,55.65019589,205.21,3002.1,302.55,308.42,6148.57,Hovedstaden
2137,2137, 1.730.000, Ingrid Marievej 66,2500 Valby,94,3,12.50671901,55.65578065,401.42,1455.45,1239.51,248.88,3569.11,Hovedstaden
2138,2138, 1.795.000, Skovshovedvej 6,2920 Charlottenlund,81,3,12.5937191,55.75794602,334.71,2806.75,573.18,1494.32,5673.62,Hovedstaden
2139,2139, 1.795.000, Jagtvej 187,2100 København Ø,102,3,12.568214,55.70759972,343.2,2883.11,154.1,499.64,1854.78,Hovedstaden
2140,2140, 2.095.000, Holmbladsgade 111C,2300 København S,126,3,12.61679409,55.66777983,131.75,3845.19,543.19,675.53,2011.23,Hovedstaden
2141,2141, 2.145.000, Brannersvej 29,2920 Charlottenlund,95,3,12.5704115,55.75769031,390.98,2780.51,277.67,533.09,3897.43,Hovedstaden
